step,rg2
50000,1705.414646
100000,1904.010590
150000,2057.954402
200000,2174.091645
250000,2211.697879
300000,2267.097800
350000,2386.630100
400000,2398.877220
450000,2441.233558
500000,2477.257593
550000,2587.430295
600000,2653.575090
650000,2680.005776
700000,2737.690071
750000,2746.543751
800000,2771.101759
850000,2738.615434
900000,2751.617263
950000,2802.064498
1000000,2820.375010
1050000,2885.234095
1100000,2954.724547
1150000,2957.120291
1200000,2973.812994
1250000,3007.905179
1300000,3093.783577
1350000,3076.523705
1400000,3147.237414
1450000,3127.570115
1500000,3183.443811
1550000,3254.730968
1600000,3335.557006
1650000,3321.778206
1700000,3419.247164
1750000,3392.062509
1800000,3479.783196
1850000,3475.124143
1900000,3477.825445
1950000,3465.464741
2000000,3489.413869
2050000,3551.121659
2100000,3570.715181
2150000,3599.173226
2200000,3618.781325
2250000,3717.862118
2300000,3711.522380
2350000,3731.498891
2400000,3754.820197
2450000,3782.617164
2500000,3751.551578
2550000,3770.857626
2600000,3772.741394
2650000,3792.776649
2700000,3742.497463
2750000,3870.718211
2800000,3854.586432
2850000,3888.634026
2900000,3881.966946
2950000,3889.805288
3000000,3980.466231
3050000,4008.382379
3100000,3947.703597
3150000,4001.019072
3200000,4025.889221
3250000,4079.776352
3300000,4119.500290
3350000,4192.446090
3400000,4133.328977
3450000,4202.740777
3500000,4194.117012
3550000,4146.222688
3600000,4218.649314
3650000,4104.949372
3700000,4109.617989
3750000,4195.158659
3800000,4263.536276
3850000,4222.505083
3900000,4185.305577
3950000,4219.726369
4000000,4222.216878
4050000,4171.873700
4100000,4235.957803
4150000,4174.139362
4200000,4248.103158
4250000,4226.388546
4300000,4208.682007
4350000,4218.377585
4400000,4156.629955
4450000,4186.192279
4500000,4223.026466
4550000,4172.719298
4600000,4138.699437
4650000,4261.275740
4700000,4171.151746
4750000,4172.294708
4800000,4169.459466
4850000,4174.447644
4900000,4227.416623
4950000,4214.542463
5000000,4215.866025
5050000,4210.075483
5100000,4256.064269
5150000,4331.175509
5200000,4348.472153
5250000,4276.425353
5300000,4362.944727
5350000,4293.842631
5400000,4258.324860
5450000,4186.547949
5500000,4214.337182
5550000,4171.182131
5600000,4266.157841
5650000,4323.457823
5700000,4217.140143
5750000,4251.225553
5800000,4212.082055
5850000,4187.585721
5900000,4270.710116
5950000,4302.636146
6000000,4213.080105
6050000,4272.329072
6100000,4388.951740
6150000,4317.503092
6200000,4425.658886
6250000,4402.262456
6300000,4506.678593
6350000,4472.507048
6400000,4514.490062
6450000,4613.793931
6500000,4628.490526
6550000,4678.816194
6600000,4607.366022
6650000,4626.774374
6700000,4534.128325
6750000,4515.599649
6800000,4464.648248
6850000,4491.152166
6900000,4634.486515
6950000,4677.719421
7000000,4693.671527
7050000,4743.437496
7100000,4718.819390
7150000,4724.564620
7200000,4646.071833
7250000,4616.163273
7300000,4640.281331
7350000,4542.319342
7400000,4539.669467
7450000,4570.260553
7500000,4735.594991
7550000,4703.372816
7600000,4639.230292
7650000,4681.160798
7700000,4709.619745
7750000,4701.417085
7800000,4735.996945
7850000,4697.536111
7900000,4758.984609
7950000,4658.041718
8000000,4775.902260
8050000,4852.190371
8100000,4817.141679
8150000,4773.177583
