step,rg2,perim,cycles,asph,movfrac
2000,5301.101297,3607,220,0.588679,0.3047
4000,5294.536975,3599,249,0.596909,0.2969
6000,4256.897414,3615,211,0.395464,0.3047
8000,4200.982284,3596,227,0.345812,0.2734
10000,4873.963081,3607,225,0.461743,0.2891
12000,4610.148239,3614,212,0.491380,0.2812
14000,4086.580515,3626,218,0.421433,0.3281
16000,5091.400839,3639,202,0.485470,0.3125
18000,5115.888888,3598,224,0.456258,0.3359
20000,5905.164456,3607,226,0.588306,0.3594
22000,5913.884170,3567,249,0.589014,0.3047
24000,5903.541276,3553,251,0.625581,0.2344
26000,5861.060004,3587,236,0.623788,0.2734
28000,5706.986171,3583,226,0.627971,0.2656
30000,5719.566825,3600,205,0.635353,0.3047
32000,5665.455797,3589,222,0.632731,0.2578
34000,5573.796559,3584,247,0.626910,0.2969
36000,5773.511397,3603,228,0.602926,0.2500
38000,5609.770809,3609,231,0.572649,0.2734
40000,5750.582008,3615,213,0.534974,0.2969
42000,4231.498964,3604,228,0.357370,0.3359
44000,4568.551898,3617,197,0.213571,0.3281
46000,3639.587376,3595,193,0.080791,0.2266
48000,3786.300073,3595,200,0.129571,0.2656
50000,3753.842509,3597,192,0.050884,0.2344
52000,6254.543799,3595,200,0.443002,0.2578
54000,4505.877340,3617,195,0.244850,0.3438
56000,4462.494274,3636,200,0.246796,0.2500
58000,4424.542164,3635,187,0.329028,0.2031
60000,3710.728175,3619,201,0.340173,0.2812
62000,3263.079905,3632,205,0.329894,0.2812
64000,3227.442931,3635,209,0.321390,0.2656
66000,3097.017322,3630,204,0.236674,0.2891
68000,3120.573796,3663,206,0.238149,0.3672
70000,3187.756222,3662,194,0.259909,0.2969
72000,3181.692273,3661,196,0.251426,0.3125
74000,3184.620797,3658,212,0.252710,0.3125
76000,3141.916762,3665,201,0.239799,0.2891
78000,3127.280141,3661,191,0.231132,0.3047
80000,3800.336796,3643,196,0.193389,0.2969
82000,4080.519229,3627,213,0.239255,0.2734
84000,3558.993933,3634,214,0.171169,0.1875
86000,3525.942216,3610,210,0.159604,0.2266
88000,3501.585311,3606,200,0.161597,0.2812
90000,3466.610594,3617,206,0.164368,0.2812
92000,3498.791821,3585,205,0.163857,0.2812
94000,3502.292851,3587,198,0.168278,0.3047
96000,3474.348410,3557,216,0.174465,0.2891
98000,2868.736033,3554,211,0.032158,0.3203
100000,2884.157235,3549,210,0.032046,0.3672
102000,2882.595817,3595,203,0.036881,0.2422
104000,3039.784538,3569,210,0.047373,0.2188
106000,3012.586144,3561,221,0.049791,0.2891
108000,2979.587633,3570,223,0.016582,0.3438
110000,2886.844573,3558,227,0.025566,0.2656
112000,3140.660753,3564,228,0.113810,0.3125
114000,3201.824649,3574,214,0.117645,0.2969
116000,3240.576201,3587,206,0.111822,0.2578
118000,3302.212948,3601,181,0.094807,0.2344
120000,3297.405588,3622,184,0.086751,0.2422
122000,3282.464166,3601,210,0.086184,0.2109
124000,3289.717086,3614,210,0.088372,0.2344
126000,3209.249806,3604,212,0.095362,0.3750
128000,3209.522184,3572,238,0.091810,0.2812
130000,3181.916335,3576,223,0.075612,0.3281
132000,3193.062419,3569,234,0.072739,0.2734
134000,3240.636741,3585,233,0.085033,0.3203
136000,3191.329027,3587,214,0.110929,0.2734
138000,3147.582127,3581,224,0.105425,0.3438
140000,3487.142346,3602,206,0.168002,0.3125
142000,3444.907567,3592,199,0.172813,0.2734
144000,3458.302187,3589,204,0.174521,0.2422
146000,3756.198443,3572,216,0.301151,0.3047
148000,3709.994649,3549,237,0.319795,0.3672
150000,3700.424544,3542,223,0.328986,0.2969
152000,4127.156713,3568,196,0.455980,0.2734
154000,4081.386784,3555,223,0.449701,0.3125
156000,4213.150314,3552,224,0.419130,0.2656
158000,5098.884710,3541,213,0.563031,0.2266
160000,4903.015961,3546,206,0.421105,0.3594
162000,4890.132078,3566,209,0.418857,0.3203
164000,4785.100937,3580,206,0.414186,0.3047
166000,4830.351760,3582,219,0.410937,0.2266
168000,4832.115805,3572,234,0.415388,0.3516
170000,4757.996200,3571,237,0.420153,0.2422
172000,3777.390455,3583,209,0.297603,0.3359
174000,3659.170035,3601,204,0.295458,0.2891
176000,3710.836358,3616,201,0.285630,0.2578
178000,3715.336061,3613,208,0.293936,0.3203
180000,3750.044198,3611,200,0.295577,0.2500
182000,3767.145056,3579,230,0.286545,0.3438
184000,3751.250887,3584,216,0.247290,0.3125
186000,3711.622798,3562,221,0.247782,0.3672
188000,3735.123004,3574,230,0.216945,0.3203
190000,3728.708411,3581,218,0.216840,0.3594
192000,3694.410439,3572,226,0.211811,0.2812
194000,3748.753227,3563,227,0.216389,0.2734
196000,6418.086138,3557,230,0.500330,0.2578
198000,6384.766353,3558,222,0.496911,0.3906
200000,6367.692013,3578,214,0.493705,0.3047
202000,6116.106510,3531,238,0.544397,0.3438
204000,6060.550744,3547,241,0.542516,0.2422
206000,3861.346528,3571,223,0.205192,0.2578
208000,4291.191477,3575,214,0.331517,0.2812
210000,4074.011770,3559,231,0.364587,0.2891
212000,3498.160806,3573,227,0.129838,0.2578
214000,5106.343206,3565,245,0.603616,0.3047
216000,5115.160084,3547,239,0.605290,0.3047
218000,5205.113442,3559,218,0.612261,0.2891
220000,5090.157979,3573,226,0.615300,0.2422
222000,5205.513288,3573,217,0.624770,0.3125
224000,5246.141041,3562,216,0.616819,0.2344
226000,5588.722041,3584,218,0.739647,0.3047
228000,5568.078546,3592,225,0.745645,0.2422
230000,5504.116034,3602,224,0.741106,0.2266
232000,5561.145463,3586,232,0.744936,0.3750
234000,5348.799219,3584,229,0.729032,0.2891
236000,5757.907795,3579,245,0.632524,0.3359
238000,5665.650197,3567,237,0.560077,0.2344
240000,5719.502562,3571,232,0.563271,0.3047
242000,4557.673006,3563,229,0.428704,0.2734
244000,4130.061016,3559,226,0.213559,0.3203
246000,4163.308300,3571,219,0.212183,0.3828
248000,4696.044292,3580,211,0.482501,0.2891
250000,5721.354875,3592,205,0.568925,0.3203
252000,5680.172055,3580,208,0.564149,0.3047
254000,4051.402193,3599,216,0.527247,0.2656
256000,4852.026980,3605,225,0.562828,0.2578
258000,5603.283746,3580,239,0.519560,0.2734
260000,4774.969224,3613,223,0.466821,0.2812
262000,4309.397719,3620,189,0.072405,0.2891
264000,4315.182170,3621,204,0.054192,0.2656
266000,4314.586620,3618,197,0.055031,0.2031
268000,6557.074856,3586,220,0.569959,0.2266
270000,6198.061037,3578,227,0.574109,0.3203
272000,5132.076073,3581,223,0.524412,0.2891
274000,5151.169379,3553,234,0.523794,0.3203
276000,4522.215850,3561,244,0.371874,0.3203
278000,5104.229873,3557,241,0.531186,0.3672
280000,5043.625674,3572,218,0.526156,0.2969
282000,4764.883876,3569,220,0.473480,0.2734
284000,4527.923083,3583,227,0.423474,0.2578
286000,4530.274565,3583,240,0.414276,0.2344
288000,4524.449615,3537,248,0.410693,0.3594
290000,4530.337834,3534,239,0.397544,0.3203
292000,4521.799984,3538,234,0.399835,0.3125
294000,4555.634811,3558,236,0.400449,0.3125
296000,4226.821996,3548,232,0.412441,0.2500
298000,4182.176898,3547,231,0.401949,0.3125
300000,4400.278824,3562,218,0.420627,0.3047
302000,4406.337578,3547,213,0.417783,0.2891
304000,4169.485485,3554,240,0.376965,0.3203
306000,4140.148747,3555,230,0.352081,0.3203
308000,4122.563146,3541,241,0.343581,0.3203
310000,3546.918451,3555,233,0.247262,0.2891
312000,3658.123657,3568,254,0.196922,0.2734
314000,3643.172520,3586,238,0.241539,0.3438
316000,3754.128779,3584,233,0.287633,0.2188
318000,3901.016621,3609,222,0.294422,0.2891
320000,3899.536507,3644,205,0.266061,0.2656
322000,4091.958953,3619,213,0.433192,0.2656
324000,4130.147310,3603,225,0.303640,0.3047
326000,4141.996819,3637,204,0.294308,0.2656
328000,4031.115138,3602,206,0.278091,0.2734
330000,3653.806562,3607,215,0.158118,0.2969
332000,3928.853054,3628,202,0.112713,0.3516
334000,4035.587260,3600,209,0.088116,0.2891
336000,4511.920018,3617,214,0.304283,0.2109
338000,4528.587383,3604,215,0.313690,0.3438
340000,4537.673077,3588,217,0.318969,0.2344
342000,4660.192658,3586,204,0.333813,0.2812
344000,4501.598779,3581,206,0.355174,0.2812
346000,3835.081533,3550,215,0.054810,0.3672
348000,5041.735513,3584,219,0.460215,0.3984
350000,4913.652244,3579,214,0.471251,0.2344
352000,4833.131399,3548,269,0.477088,0.3047
354000,4648.747669,3560,243,0.248497,0.3203
356000,4898.578013,3565,204,0.367267,0.3203
358000,4834.704354,3543,222,0.363722,0.3750
360000,3478.783812,3543,232,0.007906,0.2734
362000,3467.073808,3536,246,0.006225,0.3125
364000,3551.456826,3546,234,0.003902,0.3125
366000,4233.025117,3558,224,0.066040,0.3828
368000,4287.951479,3528,231,0.061752,0.3203
370000,7391.905365,3553,224,0.498242,0.3047
372000,5993.852894,3581,209,0.409665,0.2500
374000,6644.187117,3581,203,0.638953,0.2109
376000,8104.861983,3604,218,0.707627,0.3438
378000,8169.830108,3610,219,0.712517,0.2734
380000,8329.642065,3604,207,0.738277,0.2578
382000,8028.558939,3596,213,0.742706,0.3359
384000,8111.469929,3583,216,0.644784,0.2969
386000,7250.099431,3585,223,0.530566,0.3359
388000,6756.007283,3551,229,0.584913,0.3516
390000,6762.347169,3554,203,0.585866,0.2578
392000,6010.265404,3545,224,0.711314,0.3359
394000,5731.526399,3564,221,0.430958,0.2891
396000,5738.331579,3551,224,0.436652,0.3516
398000,5507.265678,3548,226,0.299999,0.3281
400000,5779.668069,3566,216,0.406076,0.3359
402000,6991.863698,3559,216,0.524893,0.2969
404000,6867.970980,3583,219,0.530973,0.2422
406000,6555.425932,3592,207,0.490848,0.3125
408000,7106.900317,3549,222,0.559954,0.2656
410000,7074.205322,3537,227,0.394627,0.2344
412000,6967.023643,3546,222,0.380212,0.3203
414000,6824.724606,3561,209,0.394185,0.2812
416000,6772.289376,3578,204,0.286673,0.2266
418000,6574.249064,3571,199,0.361822,0.2734
420000,6573.254139,3603,196,0.342924,0.3047
422000,6288.649407,3612,213,0.322161,0.2109
424000,6528.264849,3593,212,0.330709,0.3203
426000,6529.610396,3579,209,0.314240,0.2109
428000,6462.487397,3569,200,0.314443,0.2500
430000,5893.398059,3564,202,0.191284,0.3516
