step,rg2,perim,cycles,asph,movfrac
100000,419171.525206,119118,7410,0.207366,0.2969
200000,448626.541431,119131,7425,0.146936,0.2734
300000,518211.649561,118960,7480,0.661302,0.3125
400000,432857.946681,119255,7352,0.102022,0.2891
500000,481900.445788,119502,7339,0.220458,0.2656
600000,565578.629324,119607,7257,0.477166,0.4062
700000,419446.912295,119681,7261,0.156081,0.3281
800000,715894.881608,119618,7262,0.472339,0.2656
900000,431504.391712,119575,7300,0.181891,0.3359
1000000,600705.789761,119638,7272,0.507440,0.2969
1100000,525188.694359,119681,7217,0.414598,0.3047
