step,rg2,perim,cycles,asph,movfrac
100000,416262.566666,119206,7472,0.165181,0.2578
200000,394514.066769,119211,7389,0.336684,0.3594
300000,355757.301845,119146,7490,0.134167,0.2031
400000,341523.754428,119450,7417,0.086153,0.2891
500000,378080.486623,119459,7405,0.056421,0.2969
600000,277546.980428,119277,7406,0.034443,0.2188
700000,286138.418318,119373,7275,0.018001,0.3438
800000,299439.554937,119326,7310,0.017642,0.3359
900000,313957.415778,119138,7341,0.007499,0.2188
1000000,325932.845601,119232,7339,0.008233,0.3516
1100000,299444.592931,119102,7423,0.004229,0.2656
1200000,303119.038937,118973,7505,0.006598,0.3438
1300000,310329.930604,118979,7410,0.061872,0.2578
1400000,318485.537722,118988,7445,0.016529,0.2891
1500000,321456.516768,119064,7489,0.021043,0.2031
