step,rg2,perim,cycles,asph,movfrac
100000,445866.889835,119106,7370,0.074190,0.2891
200000,541436.674318,118966,7420,0.456728,0.2812
300000,471783.905104,119030,7451,0.501685,0.2969
400000,398597.382820,119297,7295,0.336280,0.3203
500000,631283.985072,119296,7334,0.441331,0.2891
600000,603285.592960,119200,7373,0.613027,0.2500
700000,623730.241366,119599,7228,0.500655,0.2734
800000,649129.263331,119754,7210,0.510193,0.3203
900000,674735.153227,119766,7159,0.471091,0.2031
1000000,561630.180456,119865,7072,0.534331,0.2734
1100000,572492.645774,119905,7105,0.191238,0.2891
1200000,677656.771845,119783,7232,0.698365,0.3359
1300000,768635.730223,119587,7343,0.570587,0.3359
1400000,655599.772833,119542,7207,0.385300,0.2812
1500000,544069.314073,119482,7315,0.271836,0.3516
1600000,616515.018113,119345,7347,0.496420,0.2422
1700000,621468.854473,119461,7299,0.300573,0.2812
1800000,536712.160643,119415,7364,0.327061,0.2031
1900000,660575.942635,119477,7353,0.561749,0.2812
2000000,662817.420931,119423,7235,0.373554,0.2344
2100000,527433.439041,119541,7271,0.475336,0.2891
