step,rg2,perim,cycles,asph,movfrac
2000,3549.730359,3583,240,0.044546,0.2969
4000,3497.542919,3587,225,0.043348,0.3125
6000,3461.198073,3566,232,0.044189,0.2891
8000,3428.847675,3593,233,0.044640,0.2656
10000,3371.436577,3606,221,0.046281,0.3359
12000,3312.451716,3607,214,0.046751,0.2812
14000,3247.710396,3612,220,0.044753,0.2578
16000,3219.801036,3590,229,0.042496,0.3359
18000,3211.203999,3610,209,0.040658,0.2500
20000,3168.985347,3598,214,0.039211,0.3594
22000,3087.467283,3616,211,0.031804,0.3594
24000,3069.094867,3625,216,0.032368,0.3047
26000,2994.545534,3629,203,0.032912,0.2422
28000,2957.568321,3627,214,0.028858,0.2969
30000,2841.451191,3599,224,0.039480,0.2422
32000,2784.223227,3601,222,0.038246,0.2500
34000,2772.878465,3598,222,0.037547,0.2188
36000,2755.050916,3598,204,0.047926,0.3203
38000,2730.265599,3602,210,0.049348,0.3438
40000,2698.134010,3600,214,0.048080,0.2578
42000,2651.617306,3607,208,0.048610,0.2266
44000,2640.384366,3616,217,0.049625,0.2031
46000,2619.954583,3612,235,0.051506,0.2969
48000,2612.338031,3616,220,0.051581,0.2500
50000,2598.790017,3594,218,0.049871,0.2344
52000,2595.057658,3605,235,0.049156,0.2734
54000,2584.468540,3581,242,0.049007,0.3438
56000,2563.580561,3603,234,0.050255,0.2500
58000,2529.568082,3603,221,0.040830,0.2656
60000,2505.821650,3593,218,0.043572,0.3359
62000,2507.056771,3605,219,0.043571,0.2422
64000,2514.715659,3601,205,0.044979,0.2344
66000,2496.507111,3594,204,0.043456,0.3047
68000,2451.400885,3608,203,0.034103,0.2734
70000,2401.372868,3593,215,0.031843,0.2812
72000,2384.454807,3594,213,0.033743,0.3516
74000,2379.504998,3619,207,0.032367,0.2578
76000,2353.327175,3600,207,0.030825,0.2891
78000,2348.352300,3573,229,0.027743,0.3203
80000,2328.746536,3570,232,0.029681,0.3125
82000,2322.481831,3557,247,0.028010,0.3203
84000,2319.984607,3569,228,0.028549,0.2891
86000,2303.762301,3582,216,0.028834,0.3906
88000,2286.174779,3580,216,0.028440,0.2891
90000,2284.355871,3594,209,0.029153,0.2500
92000,2275.644572,3603,213,0.025445,0.2266
94000,2262.501390,3582,232,0.033141,0.3672
96000,2239.037430,3555,222,0.030966,0.3047
98000,2242.610490,3560,234,0.034236,0.3203
100000,2237.619899,3569,217,0.032411,0.2344
102000,2216.380740,3554,221,0.032631,0.2656
104000,2213.485385,3563,217,0.034463,0.3047
106000,2216.737187,3541,223,0.032998,0.2656
108000,2211.013557,3545,206,0.035975,0.2109
110000,2194.252818,3545,218,0.039143,0.3281
112000,2177.633342,3543,209,0.038011,0.3516
114000,2139.882708,3546,208,0.039149,0.3203
116000,2139.047384,3569,194,0.040200,0.3203
118000,2129.784278,3605,195,0.038512,0.2344
120000,2087.278541,3566,216,0.034887,0.2188
122000,2101.500709,3569,214,0.034245,0.2578
124000,2100.434534,3549,220,0.032410,0.2891
