step,rg2,perim,cycles,asph,movfrac
2000,4585.090871,3628,220,0.484243,0.3047
4000,4778.525029,3629,211,0.371189,0.2266
6000,4269.713486,3635,205,0.210639,0.2500
8000,7099.521254,3607,219,0.627747,0.3125
10000,7099.610299,3617,203,0.625368,0.3281
12000,5963.031062,3616,216,0.440432,0.2422
14000,5882.333016,3602,201,0.427129,0.3203
16000,5917.755177,3583,205,0.479061,0.2734
18000,5891.555077,3608,196,0.479836,0.3203
20000,5763.919977,3602,190,0.429869,0.2812
22000,4979.974663,3591,211,0.462809,0.2891
24000,5016.769863,3606,198,0.458529,0.2812
26000,4883.712757,3594,199,0.469924,0.2891
28000,7359.381566,3574,228,0.599904,0.2578
30000,6391.124113,3612,203,0.550161,0.2422
32000,6649.564099,3594,207,0.457699,0.2344
34000,5272.638875,3595,212,0.308081,0.3125
36000,5491.038234,3605,219,0.336270,0.2422
38000,5334.451380,3575,221,0.350210,0.3203
40000,5266.373349,3583,224,0.368359,0.3359
42000,5196.116683,3595,214,0.383454,0.3359
44000,4810.305907,3602,221,0.331426,0.3516
46000,4947.803860,3600,212,0.316421,0.3359
48000,4088.479115,3612,220,0.249061,0.3203
50000,4797.035945,3634,196,0.449448,0.2891
52000,4733.862815,3640,183,0.456904,0.2344
54000,4582.811376,3677,161,0.440920,0.2578
56000,4639.244106,3691,164,0.432550,0.2891
58000,4637.197690,3677,179,0.419704,0.3203
60000,3892.526701,3703,173,0.330969,0.2578
62000,4697.044927,3645,201,0.109931,0.3203
64000,6827.732289,3673,196,0.542318,0.2891
66000,6546.311597,3662,199,0.537216,0.2266
68000,5604.650738,3636,206,0.508711,0.2500
70000,5793.450220,3628,217,0.513645,0.3516
72000,5866.044481,3619,214,0.536730,0.2500
74000,5991.981203,3594,231,0.586968,0.2812
76000,7077.228293,3578,229,0.643985,0.3516
78000,5724.012654,3573,226,0.413334,0.2891
80000,6743.852522,3595,226,0.648026,0.2969
82000,4557.548976,3581,228,0.249715,0.3125
84000,4401.237025,3608,223,0.191463,0.3125
86000,5737.774209,3582,222,0.510589,0.3047
88000,6115.743779,3592,218,0.577599,0.2266
90000,5964.538176,3572,238,0.556356,0.3125
92000,6012.670006,3559,225,0.586063,0.2500
94000,5515.569362,3566,207,0.537656,0.2266
96000,4471.578088,3548,254,0.170132,0.3125
98000,5154.653269,3529,253,0.297953,0.2266
100000,5127.007871,3524,248,0.295877,0.2891
102000,5030.091731,3519,248,0.313189,0.3594
104000,4498.306464,3513,257,0.342766,0.2500
106000,4542.214362,3537,247,0.355291,0.3125
108000,4361.904406,3532,237,0.371640,0.2188
110000,4521.625396,3535,239,0.313097,0.3359
112000,4083.617319,3491,259,0.199413,0.2969
114000,4307.680237,3493,249,0.102377,0.3047
116000,4306.663242,3531,226,0.104231,0.3047
118000,4342.714889,3528,236,0.103178,0.2969
120000,4368.199537,3540,231,0.102918,0.2266
122000,4284.788366,3563,224,0.154198,0.1953
124000,4842.184756,3547,233,0.306762,0.2578
126000,4713.507559,3567,217,0.357887,0.2188
128000,4564.308176,3571,213,0.382618,0.3516
130000,4425.805950,3554,225,0.339417,0.3047
132000,3860.085874,3563,228,0.293152,0.3047
134000,3856.208781,3557,237,0.290555,0.3203
136000,3970.911266,3558,217,0.315076,0.3281
