step,rg2,perim,cycles,asph,movfrac
100000,396693.571352,119121,7452,0.084736,0.2812
200000,308621.340154,119136,7375,0.006859,0.3672
300000,300063.738911,119351,7433,0.001870,0.3281
400000,293033.184337,119465,7407,0.000497,0.2656
500000,289954.395232,119330,7495,0.000548,0.2891
600000,287625.758224,119447,7230,0.000937,0.2891
700000,283635.263664,119307,7441,0.061686,0.3984
800000,273379.776266,119425,7359,0.070799,0.2500
900000,267678.801146,119397,7323,0.078453,0.3125
1000000,262002.393335,119310,7450,0.068909,0.3438
1100000,233092.208616,119222,7436,0.041105,0.2031
