step,rg2,perim,cycles,asph,movfrac
2000,1287.361719,1192,77,0.532848,0.2344
4000,1264.824390,1184,75,0.266212,0.2891
6000,1182.728198,1228,53,0.138226,0.2656
8000,1147.115158,1207,67,0.144353,0.2031
10000,1023.479495,1205,66,0.132909,0.2656
12000,1243.104750,1216,66,0.143854,0.2578
14000,1847.333507,1223,63,0.542237,0.2188
16000,1707.940099,1221,72,0.560862,0.2031
18000,2132.093036,1217,62,0.625949,0.2969
20000,2176.034198,1220,74,0.758793,0.2891
22000,1629.492323,1215,66,0.069225,0.3516
24000,1656.005372,1192,74,0.364715,0.2656
26000,1021.708439,1200,76,0.212767,0.2344
28000,1014.281443,1199,72,0.216502,0.2188
30000,1015.145020,1198,75,0.212022,0.2891
32000,951.806771,1201,69,0.212446,0.3203
34000,934.187532,1195,68,0.248858,0.2656
36000,1316.740494,1215,67,0.417406,0.3281
38000,987.141270,1231,68,0.160122,0.2422
40000,1193.085163,1209,84,0.131975,0.3203
42000,1159.257982,1216,73,0.158753,0.3125
44000,1131.822355,1231,75,0.172610,0.3125
46000,1222.903695,1224,69,0.170187,0.3203
48000,1476.844220,1207,68,0.615549,0.3672
50000,1686.823515,1197,76,0.689201,0.2656
52000,1553.272555,1204,78,0.667100,0.3125
54000,1316.662844,1215,60,0.555813,0.2578
56000,1148.202883,1223,57,0.556386,0.2500
58000,1267.113630,1191,74,0.595854,0.2969
60000,1145.334878,1201,68,0.031802,0.2969
62000,1104.417595,1210,64,0.033291,0.3359
64000,1651.029879,1209,64,0.507010,0.3828
66000,1453.164566,1206,67,0.583689,0.2500
68000,1241.828476,1202,67,0.400549,0.3125
70000,1079.937619,1193,87,0.143323,0.2969
72000,1075.554015,1200,83,0.122745,0.2734
74000,1184.673254,1191,78,0.531127,0.3047
76000,2179.614075,1219,64,0.795804,0.3047
78000,1066.297608,1215,69,0.163506,0.3203
80000,1672.454691,1218,63,0.496734,0.2500
82000,1351.652455,1214,63,0.299635,0.3125
84000,1659.305475,1204,66,0.574937,0.3672
86000,1590.517340,1209,90,0.611395,0.3359
