step,rg2,perim,cycles,asph,movfrac
2000,1270.735599,1194,77,0.514729,0.3281
4000,1326.623155,1185,64,0.473226,0.3125
6000,1288.843772,1193,79,0.178472,0.2656
8000,1368.006427,1194,72,0.555034,0.3594
10000,1457.034174,1210,63,0.371840,0.2812
12000,1360.783015,1198,74,0.268553,0.2578
14000,1441.205484,1214,66,0.119565,0.3359
16000,1442.707342,1227,69,0.521819,0.3125
18000,1343.342595,1236,60,0.152495,0.2656
20000,1719.116383,1240,58,0.598453,0.2422
22000,1632.232759,1231,43,0.367806,0.2812
24000,1577.428990,1230,59,0.383265,0.2891
26000,1168.537644,1217,58,0.046154,0.2734
28000,1311.140814,1221,69,0.084539,0.2734
30000,1334.443724,1232,70,0.076210,0.2656
32000,1930.117830,1232,70,0.542012,0.3438
34000,2156.781840,1211,73,0.694321,0.2109
36000,2943.904126,1207,70,0.895445,0.2891
38000,1525.309735,1186,75,0.643609,0.3359
40000,2401.693078,1204,77,0.781720,0.2344
42000,2218.673416,1195,71,0.600962,0.2578
44000,3156.809086,1187,68,0.845247,0.2812
46000,3213.536875,1187,86,0.864389,0.3047
48000,3126.649100,1188,86,0.867111,0.3125
50000,2585.783323,1221,71,0.683885,0.2734
52000,2852.503142,1198,73,0.674516,0.3438
54000,2937.833590,1212,64,0.791704,0.2188
56000,1571.323110,1230,55,0.097397,0.3203
58000,1521.238958,1214,69,0.132600,0.2422
60000,1617.830860,1193,67,0.483408,0.3359
62000,2066.725598,1197,69,0.551037,0.3281
64000,1705.453468,1202,69,0.209036,0.2578
66000,2150.034075,1205,71,0.652581,0.2578
68000,2007.719375,1207,60,0.601300,0.2812
70000,1910.195835,1225,75,0.535099,0.2344
72000,2234.875683,1229,65,0.837949,0.2734
74000,2020.689475,1202,75,0.521116,0.3203
76000,1749.732526,1218,79,0.392245,0.3125
78000,1622.915772,1221,66,0.494155,0.2734
80000,1668.948835,1202,70,0.732155,0.3125
82000,1555.194902,1212,71,0.468173,0.2656
84000,1869.500600,1183,75,0.698778,0.2344
86000,1854.143728,1161,99,0.717221,0.3672
88000,1621.188494,1200,80,0.750077,0.3516
90000,1574.661527,1199,63,0.747355,0.2656
92000,1877.437854,1202,73,0.593348,0.2891
94000,2170.316048,1178,78,0.736012,0.2344
96000,2160.347382,1184,85,0.704149,0.3906
98000,1667.242143,1197,66,0.509007,0.2734
100000,1987.184263,1196,70,0.622298,0.2734
102000,1928.922542,1217,67,0.542003,0.3359
104000,1583.449294,1222,64,0.293855,0.2500
106000,1793.310695,1227,50,0.628614,0.2266
108000,1206.374243,1225,58,0.259331,0.2344
110000,1894.153590,1214,67,0.783735,0.2656
112000,1567.019675,1219,63,0.460741,0.3047
114000,1572.858126,1215,71,0.484610,0.3047
116000,1425.221431,1191,77,0.312764,0.3125
118000,1023.013795,1214,68,0.140844,0.3203
120000,1035.593607,1240,62,0.103925,0.2500
122000,1424.522687,1229,64,0.408235,0.3203
124000,1386.465831,1231,73,0.312754,0.3047
126000,1115.621327,1227,77,0.057971,0.2969
128000,1740.279238,1241,63,0.655668,0.2422
130000,1724.028851,1216,80,0.697791,0.3359
132000,1638.110975,1202,78,0.704123,0.3281
134000,1733.403447,1213,74,0.723248,0.2656
136000,1583.880667,1198,82,0.699562,0.3594
138000,1649.035555,1188,83,0.724090,0.2656
140000,1599.147100,1190,74,0.692514,0.2422
142000,1521.760782,1198,66,0.649054,0.2422
144000,1645.155543,1199,78,0.704022,0.2344
146000,1068.864583,1233,66,0.099516,0.2891
148000,1079.162748,1244,62,0.088156,0.2969
150000,1130.732507,1271,52,0.061646,0.1953
152000,1114.416387,1263,53,0.219731,0.2266
154000,1172.305360,1240,68,0.236687,0.3828
156000,1143.056775,1227,73,0.357861,0.1875
158000,1040.986494,1228,61,0.088854,0.3203
160000,1330.953148,1231,62,0.235913,0.2578
162000,1058.960415,1229,59,0.254985,0.2812
164000,1137.456230,1241,60,0.347774,0.2734
166000,1038.093500,1238,53,0.073491,0.2734
168000,887.553459,1242,69,0.098707,0.3672
170000,995.109115,1224,71,0.050270,0.2500
172000,920.009246,1215,74,0.064976,0.3438
174000,970.017836,1218,58,0.050383,0.2266
176000,1157.374184,1199,66,0.203450,0.3594
178000,897.883935,1194,66,0.230612,0.2344
180000,890.733687,1204,69,0.218367,0.2812
182000,1294.305440,1183,66,0.489841,0.2188
184000,1082.688927,1185,78,0.476584,0.3125
186000,1201.640215,1181,75,0.500948,0.3438
188000,1475.418120,1209,64,0.630617,0.2422
190000,1270.426755,1189,75,0.536659,0.2891
192000,1308.390462,1188,62,0.570729,0.2812
194000,1140.459592,1164,71,0.482430,0.4062
196000,1162.212435,1160,84,0.471459,0.3594
198000,1352.320811,1183,77,0.590642,0.3359
200000,1399.590870,1191,71,0.537634,0.3125
202000,1362.325912,1192,68,0.606588,0.3359
204000,1384.031947,1194,79,0.560539,0.3125
206000,1279.907782,1180,76,0.546166,0.2812
208000,1319.827190,1199,57,0.545858,0.3438
210000,1280.084144,1192,73,0.487009,0.2578
212000,1296.747792,1200,73,0.519306,0.2656
214000,1154.599095,1182,64,0.274401,0.3125
216000,1024.190283,1191,68,0.159141,0.2500
218000,967.502843,1173,72,0.131865,0.2578
220000,806.186375,1173,84,0.079088,0.3672
222000,1014.199963,1169,86,0.282524,0.2734
224000,813.770598,1169,86,0.078973,0.2969
226000,855.915830,1202,71,0.216835,0.2422
228000,840.981390,1186,66,0.176972,0.2500
230000,821.015088,1210,57,0.064110,0.3438
232000,1402.723278,1201,55,0.597083,0.2891
234000,1405.734275,1185,73,0.689715,0.3203
236000,1641.397775,1165,84,0.601513,0.3984
238000,1470.330955,1179,78,0.567786,0.2891
240000,1342.662230,1186,72,0.251406,0.3359
242000,1307.194876,1203,79,0.109900,0.3203
244000,1038.207766,1209,67,0.172199,0.2266
246000,1442.596775,1192,71,0.490533,0.3125
248000,2035.172280,1185,77,0.822551,0.3047
250000,2109.113998,1181,87,0.815265,0.3594
252000,1290.708183,1180,72,0.363642,0.2578
254000,958.467015,1206,67,0.069545,0.2812
256000,1482.649715,1186,79,0.671165,0.3203
258000,1508.182416,1204,66,0.687154,0.3594
260000,1422.163579,1171,69,0.677404,0.2734
262000,1469.714331,1165,80,0.666458,0.3359
264000,1450.302110,1200,82,0.633741,0.2891
266000,1449.421007,1204,67,0.575474,0.3047
268000,1371.117126,1195,74,0.550631,0.3203
270000,1349.585479,1194,68,0.560709,0.2500
272000,1363.679251,1210,60,0.544098,0.3516
274000,1391.759479,1195,79,0.581588,0.3047
276000,1280.723804,1216,61,0.535915,0.2500
278000,1289.525100,1181,81,0.553285,0.2812
280000,878.227960,1217,77,0.181454,0.2656
282000,795.175774,1199,73,0.119116,0.1875
284000,902.697731,1204,83,0.107085,0.2969
286000,912.902572,1208,67,0.115679,0.3516
288000,874.542060,1223,77,0.080774,0.2734
290000,964.156383,1213,67,0.165605,0.3047
292000,968.158043,1224,63,0.116563,0.2734
294000,1097.969715,1196,60,0.380645,0.2969
296000,1058.511214,1190,75,0.397106,0.2422
298000,1102.618910,1201,69,0.395725,0.3359
300000,950.279443,1208,71,0.366681,0.2656
302000,937.546175,1182,76,0.364258,0.3359
304000,973.867875,1165,71,0.261866,0.3203
306000,1002.355767,1175,70,0.248143,0.3047
308000,916.773271,1190,66,0.269628,0.2031
310000,901.737419,1152,88,0.276234,0.3125
312000,1010.672524,1174,87,0.369125,0.3047
314000,1034.691356,1183,81,0.456723,0.2812
316000,1036.961644,1188,85,0.482623,0.2734
318000,1089.257075,1213,73,0.461423,0.2812
320000,1042.671304,1193,65,0.386188,0.3125
322000,1216.861404,1191,73,0.488595,0.3125
324000,1386.188968,1198,70,0.720585,0.3047
326000,1340.275307,1170,69,0.476328,0.2891
328000,1324.169527,1171,70,0.490613,0.2344
330000,1101.325727,1224,61,0.200664,0.3125
332000,1148.887694,1227,67,0.157446,0.2891
334000,1739.102423,1166,84,0.734709,0.3672
336000,1244.758151,1190,62,0.367182,0.3125
338000,1053.859910,1190,71,0.333476,0.2969
340000,1042.026255,1182,67,0.360423,0.2969
342000,1029.607175,1169,84,0.351724,0.3438
344000,1053.232304,1161,87,0.387640,0.3750
346000,832.720411,1190,78,0.140597,0.2969
348000,1206.131375,1191,68,0.583487,0.3281
350000,1241.775275,1194,66,0.432876,0.3203
352000,1297.041148,1194,76,0.410223,0.3281
354000,1320.201151,1180,76,0.539087,0.3281
356000,975.367515,1186,67,0.453507,0.3516
358000,982.066075,1196,73,0.541099,0.3047
360000,1030.163310,1200,69,0.513058,0.2500
362000,1061.046067,1203,74,0.425173,0.2656
364000,1037.324016,1200,69,0.444767,0.2969
366000,1025.962622,1189,71,0.205254,0.2578
368000,914.310163,1174,69,0.057301,0.2344
370000,836.121367,1178,84,0.055300,0.2891
372000,873.945467,1187,74,0.054496,0.3359
374000,864.544024,1196,74,0.036296,0.3516
376000,1362.804136,1190,63,0.577022,0.2734
378000,1351.813823,1188,88,0.581160,0.3047
380000,1264.000558,1205,71,0.556748,0.3125
382000,1224.245756,1205,76,0.549727,0.3047
384000,1112.059600,1225,48,0.466253,0.3203
386000,1091.765551,1206,69,0.426142,0.3203
388000,1076.895539,1187,83,0.459326,0.3906
390000,1179.287275,1174,82,0.494981,0.2891
392000,1258.850363,1191,69,0.634564,0.3203
394000,1335.233979,1241,66,0.582913,0.2500
396000,1436.735771,1221,71,0.680618,0.2500
398000,1416.867558,1187,84,0.614786,0.3438
400000,1402.587055,1215,76,0.619099,0.2422
402000,1271.550374,1204,77,0.358419,0.3203
404000,994.555987,1213,74,0.284574,0.2578
406000,941.605655,1188,65,0.214790,0.2812
408000,1093.250931,1189,82,0.585607,0.3672
410000,1045.883955,1203,77,0.539076,0.2734
412000,988.916927,1189,69,0.551576,0.3047
414000,992.580595,1203,66,0.554666,0.2812
416000,1011.689875,1197,81,0.563748,0.2578
418000,1139.996607,1193,70,0.322459,0.2656
420000,791.968455,1188,79,0.152888,0.3359
422000,949.982534,1213,65,0.118850,0.3203
424000,1377.320407,1199,72,0.367534,0.3906
426000,1418.054046,1203,75,0.368388,0.3281
428000,1583.726075,1192,91,0.627218,0.4062
430000,1696.916703,1192,77,0.649325,0.3359
432000,1077.032952,1187,84,0.054493,0.3281
434000,1156.738262,1195,70,0.037131,0.2266
436000,1118.126702,1208,59,0.074246,0.2344
438000,1163.726526,1198,73,0.080697,0.2969
440000,1087.117462,1202,69,0.205409,0.2734
442000,1115.848070,1219,51,0.078676,0.2734
444000,1763.567388,1208,65,0.658792,0.3203
446000,2386.606072,1191,67,0.805570,0.2500
448000,1160.004222,1199,78,0.478166,0.2734
450000,1800.158675,1209,74,0.590064,0.2812
452000,1438.472240,1227,55,0.390239,0.2891
454000,1356.665806,1217,74,0.349531,0.3828
456000,2189.259404,1206,73,0.801527,0.2969
458000,2059.020924,1228,67,0.676830,0.2812
460000,2027.888656,1228,61,0.750315,0.3125
462000,2857.781151,1206,72,0.883844,0.2891
464000,2460.626216,1210,66,0.588652,0.2969
466000,1348.225392,1219,62,0.259806,0.3203
468000,1374.805875,1203,67,0.201888,0.3359
470000,1704.692870,1226,66,0.613200,0.3438
472000,1811.098454,1214,77,0.698723,0.2891
474000,1769.250851,1216,70,0.688524,0.2891
476000,1798.462823,1185,79,0.692295,0.3203
478000,1753.050015,1185,84,0.709026,0.3281
480000,1845.226280,1197,73,0.743305,0.2422
482000,1729.359420,1171,76,0.696722,0.3125
484000,1926.217368,1182,69,0.746888,0.2422
486000,1209.063696,1189,83,0.419636,0.3438
488000,1255.724822,1225,63,0.415252,0.3047
490000,1257.314076,1236,64,0.420236,0.2656
492000,1996.101215,1218,79,0.791041,0.2969
494000,1762.265404,1200,70,0.651709,0.1875
496000,2024.155011,1173,86,0.719829,0.3281
498000,1593.099534,1207,75,0.662859,0.2891
500000,1672.947296,1200,64,0.672416,0.3516
502000,1612.378334,1206,75,0.448117,0.3047
504000,1072.281902,1183,86,0.247127,0.3516
506000,1651.226803,1204,67,0.485847,0.2578
508000,1676.474844,1199,79,0.497703,0.3906
510000,1245.884200,1203,77,0.325752,0.2891
512000,1386.037990,1233,68,0.451888,0.2578
514000,1374.682478,1207,72,0.450632,0.3047
516000,1200.558790,1191,71,0.255643,0.2891
518000,1340.295356,1163,86,0.273737,0.3047
520000,995.468871,1179,70,0.431139,0.3438
522000,2385.819047,1200,62,0.843912,0.3750
524000,2012.990043,1184,90,0.687358,0.2422
526000,1092.838711,1209,80,0.317071,0.3281
528000,2893.562870,1193,78,0.861686,0.2656
530000,2947.291135,1206,66,0.824460,0.2891
532000,1805.942908,1199,69,0.234347,0.3281
534000,3058.524215,1169,91,0.890711,0.3047
536000,2676.038271,1191,75,0.503203,0.2734
538000,2680.182703,1181,77,0.508617,0.3203
540000,2583.707470,1173,78,0.504814,0.3359
542000,2048.738750,1173,92,0.355804,0.2891
544000,3372.693760,1172,79,0.881296,0.2812
546000,3017.406998,1162,80,0.895198,0.3281
548000,2756.607475,1185,74,0.884467,0.2422
550000,2627.952576,1185,73,0.754238,0.3672
552000,2370.213950,1205,68,0.686935,0.2812
554000,2844.606915,1209,75,0.815523,0.2578
556000,2494.821131,1225,65,0.680442,0.2734
558000,1053.380734,1207,63,0.013342,0.3594
560000,1062.298302,1187,79,0.020840,0.2578
562000,947.948851,1234,65,0.091434,0.2656
564000,2242.674375,1227,67,0.841101,0.2656
566000,1896.055539,1234,57,0.252745,0.2969
568000,1332.833900,1221,67,0.082082,0.3125
570000,1634.933900,1197,86,0.426213,0.2969
572000,1377.227000,1205,71,0.111264,0.2734
574000,2472.351151,1209,75,0.766044,0.3125
576000,1511.889542,1162,84,0.371911,0.3438
578000,1244.671239,1187,72,0.410871,0.3984
580000,1404.326934,1175,73,0.578468,0.3594
582000,1176.551907,1197,70,0.371381,0.2422
584000,1720.350326,1191,66,0.670629,0.2578
586000,1654.248300,1192,78,0.675208,0.2344
588000,1507.641500,1169,83,0.654548,0.2422
590000,1321.549195,1187,79,0.500720,0.3828
592000,894.322563,1192,63,0.336436,0.3203
594000,847.702587,1193,77,0.259498,0.2578
596000,1189.604787,1181,73,0.496924,0.3438
598000,1233.065566,1203,63,0.281561,0.2188
600000,926.989579,1193,67,0.036374,0.2578
602000,1283.640251,1195,77,0.235639,0.2109
604000,894.361711,1204,69,0.006141,0.3203
606000,940.410030,1208,70,0.114177,0.2734
608000,1071.092831,1199,75,0.468631,0.3438
610000,1248.064775,1219,56,0.482431,0.2188
612000,1042.352683,1224,54,0.153759,0.2188
614000,1064.990316,1203,61,0.280534,0.2734
616000,1344.171655,1193,78,0.619562,0.2812
618000,1355.373740,1186,69,0.456399,0.3281
620000,1314.569291,1182,75,0.473284,0.3203
622000,1413.841883,1179,81,0.473294,0.3672
624000,1475.600891,1186,80,0.537394,0.3047
626000,1453.908211,1197,70,0.413200,0.2969
628000,1094.574300,1200,69,0.013655,0.3438
630000,1142.751168,1204,57,0.014426,0.3203
632000,1285.141836,1208,63,0.088266,0.2500
634000,1266.497740,1205,58,0.085454,0.3672
