step,rg2,perim,cycles,asph,movfrac
100000,432424.627267,119061,7404,0.112974,0.2500
200000,520724.484693,118994,7451,0.437794,0.2500
300000,362630.530899,119143,7433,0.271469,0.3516
400000,367854.958681,119146,7451,0.244869,0.2656
500000,426928.731657,119220,7411,0.321222,0.2188
600000,354923.378911,119251,7334,0.250440,0.2969
700000,400651.678145,119122,7406,0.271366,0.3047
800000,591175.662756,119042,7390,0.776787,0.2500
900000,669921.283468,119152,7457,0.808596,0.2344
1000000,536928.146979,119248,7422,0.477641,0.2734
1100000,520531.262343,119052,7522,0.506183,0.2734
1200000,412545.922167,119023,7536,0.199532,0.3750
1300000,608079.511814,119052,7511,0.376290,0.3047
1400000,498049.903351,119034,7451,0.435586,0.2422
1500000,400350.867067,119271,7334,0.330319,0.3125
