step,rg2,perim,cycles,asph,movfrac
50000,3035274.328332,478001,28803,0.593101,0.2812
100000,3077031.067543,477940,28793,0.617970,0.2969
150000,3286638.522532,477766,28952,0.618491,0.3047
200000,2833495.475924,477836,28974,0.614717,0.2344
250000,2572082.640047,477848,28902,0.473760,0.2812
300000,3407869.965459,478048,28894,0.553812,0.2891
350000,2910007.208610,478064,28931,0.478182,0.2891
400000,2789509.481853,477858,28974,0.439218,0.2734
450000,2385464.417022,477883,29038,0.399045,0.2344
500000,2393959.565233,477825,29118,0.352859,0.3203
550000,2062427.194602,477819,29114,0.256041,0.3594
600000,2069999.597676,477906,29153,0.255320,0.2656
650000,2005495.316016,477974,29080,0.280470,0.2734
700000,1947063.986168,477770,29179,0.251630,0.2344
750000,1929608.018182,477769,29141,0.169650,0.2031
800000,1931980.898231,477626,29148,0.170951,0.3203
850000,2792682.915981,477618,29081,0.392296,0.2891
900000,3500374.265796,477482,29101,0.587016,0.2812
950000,3676533.507321,477361,29198,0.577853,0.3047
1000000,3474241.403456,477454,29208,0.632041,0.2422
1050000,3141087.789663,477526,29188,0.466593,0.3203
1100000,3834182.258850,477522,29284,0.589683,0.2500
1150000,2968585.449611,477519,29250,0.240334,0.2734
1200000,2956013.328091,477609,29236,0.242724,0.3359
1250000,4169495.390751,477591,29221,0.670492,0.3125
1300000,4121617.151613,477463,29249,0.673399,0.3203
1350000,3938043.618215,477417,29333,0.574877,0.2266
1400000,2927429.744404,477512,29308,0.488454,0.2969
1450000,3724348.981488,477636,29211,0.598155,0.2266
1500000,3411487.795695,477724,29188,0.696750,0.3594
1550000,4037174.162963,477542,29278,0.545798,0.2812
1600000,4266359.946089,477574,29197,0.660053,0.2578
1650000,2548161.480240,477693,29116,0.083096,0.2344
1700000,2980784.556218,477717,29047,0.348700,0.2812
1750000,2671983.012250,477713,29046,0.322963,0.2578
1800000,2858486.610368,477640,29134,0.407224,0.2891
1850000,2801656.648866,477649,29129,0.399704,0.3438
1900000,3170761.251076,477460,29239,0.522443,0.3203
1950000,3125839.259495,477348,29321,0.569345,0.2578
2000000,2857656.765376,477371,29303,0.408250,0.3281
2050000,2907322.134330,477468,29380,0.284230,0.3672
2100000,3439070.196182,477571,29268,0.428183,0.3438
2150000,3632011.139392,477534,29161,0.583435,0.2266
2200000,3629558.483421,477521,29242,0.592054,0.2969
2250000,3997983.457016,477555,29221,0.648733,0.2812
2300000,2502351.416251,477569,29206,0.570492,0.3203
2350000,2445516.426477,477544,29183,0.563572,0.2891
2400000,2616498.008740,477601,29283,0.581731,0.3281
2450000,2881680.625128,477644,29310,0.622570,0.2891
2500000,2957419.726510,477596,29301,0.595927,0.3047
2550000,2893309.563613,477602,29273,0.548943,0.3438
2600000,2850797.107856,477513,29304,0.484674,0.3047
2650000,2853989.745364,477472,29388,0.484334,0.2812
2700000,2938219.255135,477583,29293,0.494248,0.3594
2750000,2327704.658814,477481,29358,0.172999,0.3281
2800000,3237485.924625,477464,29357,0.471983,0.3203
2850000,3488845.673886,477454,29317,0.664493,0.2422
2900000,3217667.093299,477447,29247,0.611664,0.2969
2950000,3004972.439683,477393,29290,0.659374,0.3125
3000000,2451546.104268,477372,29230,0.231107,0.2734
3050000,2485485.816245,477630,29145,0.464448,0.2969
3100000,2813436.659285,477468,29254,0.368305,0.2969
3150000,2804525.507229,477541,29109,0.357081,0.2656
3200000,2954465.181779,477639,29111,0.551675,0.2734
3250000,2188914.991498,477756,29070,0.125904,0.3047
3300000,2663155.938315,477667,29177,0.439747,0.2734
3350000,2633538.930710,477767,29191,0.434182,0.2734
3400000,2628010.624570,477772,29146,0.431191,0.2812
3450000,2645118.168202,478040,29037,0.436922,0.2656
