step,rg2,perim,cycles,asph,movfrac
50000,2234024.417406,475406,29485,0.422131,0.2969
100000,2072556.186819,475402,29442,0.343797,0.3281
150000,1918724.990566,475467,29416,0.290717,0.2891
200000,1985289.114949,475480,29532,0.275002,0.2656
250000,1958952.460397,475446,29515,0.021020,0.3594
300000,1959869.858546,475427,29580,0.020939,0.2422
350000,1981103.218069,475301,29641,0.020434,0.3594
400000,1972578.313944,475380,29584,0.013875,0.3047
450000,1988525.748095,475353,29628,0.016466,0.3750
500000,2052691.022786,475445,29674,0.000748,0.2578
550000,2075270.940604,475699,29605,0.000789,0.2500
600000,2160422.794519,475646,29730,0.005815,0.3125
650000,2087174.320471,475507,29828,0.058621,0.2812
700000,2080262.355810,475616,29835,0.058722,0.2812
750000,1684187.079620,475533,29768,0.102624,0.3438
800000,1799470.102001,475512,29794,0.087337,0.2812
850000,1800284.990338,475560,29834,0.089551,0.2891
900000,1700182.352172,475569,29823,0.175115,0.2578
950000,1699618.801770,475663,29731,0.174817,0.2734
1000000,1699930.161428,475755,29631,0.175098,0.2891
1050000,1994614.954680,475772,29568,0.044198,0.3359
1100000,1979591.527024,475796,29601,0.314282,0.2344
1150000,1981078.503629,475560,29692,0.312388,0.2500
1200000,1974458.285191,475474,29620,0.343956,0.2734
1250000,1957109.490319,475488,29638,0.360859,0.2891
1300000,1948982.389290,475412,29737,0.478440,0.3125
1350000,2026040.211454,475551,29679,0.471583,0.2500
1400000,2054286.765822,475608,29604,0.353843,0.2812
1450000,2060357.279169,475801,29592,0.336700,0.2891
1500000,2081169.668918,475731,29637,0.322212,0.2812
1550000,2078754.552337,475732,29696,0.330242,0.3672
1600000,2196745.463429,475670,29729,0.410824,0.2812
1650000,2158081.122937,475579,29808,0.531571,0.3203
1700000,2173701.418062,475728,29636,0.394861,0.3203
1750000,2139878.296595,475794,29629,0.430123,0.3516
1800000,2089050.814563,476029,29550,0.416572,0.3125
1850000,2077533.425527,476064,29521,0.425749,0.2656
1900000,2064629.368377,476023,29586,0.366954,0.3672
1950000,2064487.234775,476113,29507,0.426244,0.3125
2000000,2125813.756176,476270,29419,0.374223,0.2422
2050000,2093635.486114,476462,29326,0.405125,0.3047
2100000,2040458.215278,476583,29143,0.408125,0.3203
2150000,2041150.693349,476499,29137,0.408666,0.3594
2200000,2025236.833049,476538,29142,0.434433,0.2344
2250000,1850157.836924,476526,29136,0.195263,0.2812
2300000,1539605.339169,476502,29109,0.078526,0.2578
2350000,1842324.947882,476388,29118,0.195223,0.2656
2400000,2006577.237867,476288,29101,0.425890,0.2734
2450000,2038683.751370,476423,29164,0.386300,0.2266
2500000,2042050.409876,476347,29279,0.387602,0.2734
2550000,2053046.314870,476191,29212,0.393766,0.2891
2600000,1778378.517175,476129,29264,0.304585,0.2578
2650000,1775776.475750,476275,29203,0.245634,0.2344
2700000,2371254.203428,476454,29156,0.230268,0.3281
2750000,2372590.804772,476340,29337,0.230631,0.2969
2800000,2389595.452767,476193,29331,0.183526,0.2734
2850000,2437953.175442,476063,29392,0.281589,0.2891
2900000,2404542.256656,475979,29411,0.205096,0.3438
2950000,2131981.895653,475893,29452,0.132038,0.2344
3000000,2150548.973492,475896,29421,0.136083,0.3203
3050000,2154236.530067,475967,29321,0.137531,0.2578
3100000,2108316.206940,475818,29333,0.188761,0.3203
3150000,2122081.185699,475901,29333,0.185771,0.2891
3200000,2104844.309489,475921,29353,0.203077,0.2500
3250000,2210343.844852,476032,29317,0.297989,0.3281
3300000,2213272.255572,476289,29262,0.297104,0.3672
3350000,1835889.658475,476335,29312,0.268908,0.3203
3400000,1700760.758038,476388,29391,0.042850,0.3281
3450000,1788995.372367,476470,29399,0.070850,0.3359
3500000,2150715.768072,476531,29362,0.171168,0.2891
3550000,2086881.661913,476606,29340,0.147696,0.2422
3600000,2093148.796235,476490,29459,0.143203,0.2891
3650000,2093945.312527,476496,29451,0.148923,0.2656
3700000,2244186.324747,476570,29343,0.185041,0.2422
