step,rg2
20000,1343.152010
40000,1521.029450
60000,1622.176055
80000,1700.437381
100000,1778.910535
120000,1813.299469
140000,1897.004309
160000,1946.510345
180000,1992.780236
200000,2040.501714
220000,2057.561358
240000,2109.450162
260000,2157.641923
280000,2173.929208
300000,2172.112861
320000,2219.829731
340000,2274.812699
360000,2316.385779
380000,2325.502865
400000,2338.973843
420000,2389.106227
440000,2450.511694
460000,2496.618665
480000,2596.717584
500000,2615.072434
520000,2611.771756
540000,2604.494425
560000,3263.472440
580000,3263.863924
600000,3289.260126
620000,3343.363769
640000,3334.266119
660000,3319.855832
680000,3532.816464
700000,4047.329544
720000,4114.214989
740000,4271.485545
760000,5025.471856
780000,4998.260205
800000,4946.830256
820000,4744.528234
840000,4791.765549
860000,4693.602208
880000,4671.950816
900000,4817.186871
920000,4843.036735
940000,4894.345131
960000,4989.545186
980000,7650.586365
1000000,7646.712581
1020000,8008.175712
1040000,7947.957214
1060000,9968.941286
1080000,9931.195562
1100000,9988.796323
1120000,9090.970348
1140000,9480.723540
1160000,8385.122383
1180000,8465.056593
1200000,8233.405622
1220000,8225.545036
1240000,8127.264260
1260000,9101.308262
1280000,9137.209232
1300000,9360.455677
1320000,9318.852226
1340000,9394.947885
1360000,9355.183879
1380000,8995.788290
1400000,9062.744904
1420000,8911.071265
1440000,11841.452682
1460000,11943.182753
1480000,11756.361737
1500000,12021.087953
1520000,12011.420855
1540000,12325.596744
1560000,11894.437699
1580000,12483.082255
1600000,9682.387796
1620000,11668.024014
1640000,11705.427900
1660000,12084.252515
1680000,9591.023373
1700000,9443.671785
1720000,9917.071413
1740000,9830.381484
1760000,9767.303624
1780000,9957.842250
1800000,9996.864657
1820000,9947.206888
1840000,9735.627552
1860000,9891.072232
1880000,10155.570716
1900000,9979.229090
1920000,10520.644065
1940000,9745.442312
1960000,10185.590060
1980000,14322.901707
2000000,14357.245265
2020000,14273.514589
2040000,12098.681446
2060000,13241.527756
2080000,14551.061287
2100000,14187.994235
2120000,14590.190976
2140000,9272.969502
2160000,8993.757171
2180000,9418.701461
2200000,9383.743558
2220000,9432.851155
2240000,8727.224834
2260000,8980.141327
2280000,9845.814614
2300000,9917.840268
2320000,9909.076673
2340000,9982.172991
2360000,10121.162500
2380000,9402.874683
2400000,8272.475011
2420000,12186.925201
2440000,12341.943900
2460000,12012.723412
2480000,11685.701359
2500000,7124.165537
2520000,7165.510991
2540000,7205.618837
2560000,7010.656384
2580000,6978.396321
2600000,7016.151504
2620000,6854.014078
2640000,6883.529598
2660000,6657.511640
2680000,6818.567303
2700000,7200.292885
2720000,7126.927621
2740000,7107.518592
2760000,7095.395637
2780000,7141.822882
2800000,8570.456521
2820000,8625.759767
2840000,8455.941050
2860000,12235.942502
2880000,6800.677490
2900000,6851.866514
2920000,7997.994474
2940000,8049.885292
2960000,10716.766310
2980000,10429.587883
3000000,10394.635552
3020000,12841.039207
3040000,13296.888853
3060000,9503.836780
3080000,8419.464183
3100000,8291.659159
3120000,7922.938075
3140000,7956.561860
3160000,7969.564760
3180000,7952.306374
3200000,10336.474386
3220000,10252.539127
3240000,10266.695532
3260000,10492.483772
3280000,10798.567081
3300000,16230.020858
3320000,11873.149666
3340000,11429.294612
3360000,12050.790554
3380000,12164.298211
3400000,11581.423478
3420000,10626.781859
3440000,10709.114873
3460000,11302.815107
3480000,11004.244332
3500000,10244.814452
3520000,9975.687366
3540000,9800.986913
3560000,10137.126350
3580000,11923.749495
3600000,10134.667957
3620000,10598.182152
3640000,10579.541720
3660000,10421.839756
3680000,10706.845952
3700000,11009.072210
3720000,10849.087115
3740000,9229.635312
3760000,9184.338828
3780000,9051.219598
3800000,9205.379124
3820000,9333.771221
3840000,6526.195470
3860000,6423.108042
3880000,6243.894335
3900000,6544.128351
3920000,6597.798147
3940000,6721.791930
3960000,6686.464823
3980000,6911.823114
4000000,7504.534828
4020000,7514.602060
4040000,7408.668918
4060000,7188.420899
4080000,5784.741599
4100000,8892.262788
4120000,8973.187319
4140000,9066.943674
4160000,9211.743050
4180000,9149.183377
4200000,9100.515922
4220000,8958.160710
4240000,8941.639801
4260000,9149.032503
4280000,9122.038612
4300000,9267.360356
4320000,8886.222020
4340000,9087.145941
4360000,9191.628015
4380000,9144.862215
4400000,5443.188491
4420000,5465.693499
4440000,5736.971691
4460000,5677.950300
4480000,5643.730942
4500000,5550.908297
4520000,5558.952430
4540000,5520.605460
4560000,5552.231513
4580000,5349.213347
4600000,5653.351625
4620000,8436.146127
4640000,8499.096884
4660000,8465.816067
4680000,8609.599554
4700000,7603.925008
4720000,7619.334294
4740000,7620.957512
4760000,6619.314227
4780000,6544.787273
4800000,6582.369366
4820000,6568.358961
4840000,6553.944389
4860000,6489.869328
4880000,6621.450525
4900000,6645.489931
4920000,6738.698701
4940000,6748.368636
4960000,6660.149471
4980000,6662.798090
5000000,7116.665111
5020000,7113.787700
5040000,7293.572758
5060000,7362.202351
5080000,7247.165492
5100000,7327.971961
5120000,7402.180652
5140000,7312.776985
5160000,7242.442531
5180000,8393.453631
5200000,8074.376906
5220000,7049.898550
5240000,8240.629721
5260000,8610.260139
5280000,8612.159168
5300000,8640.754222
5320000,8519.695348
5340000,10540.375503
5360000,10544.800185
5380000,10234.218975
5400000,10308.651046
5420000,7318.068254
5440000,7313.689273
5460000,7144.281341
5480000,7319.098114
5500000,6348.296199
5520000,6273.459892
5540000,6232.491925
5560000,6254.241599
5580000,6247.994390
5600000,6224.182298
5620000,7890.640804
5640000,8023.827009
5660000,8092.530939
5680000,8108.353681
5700000,8079.865273
5720000,7702.759865
5740000,7801.786650
5760000,7974.336106
5780000,7984.478781
5800000,8157.753312
5820000,8153.238358
5840000,8156.005876
5860000,8662.759407
5880000,9142.651895
5900000,9293.036603
5920000,9262.799314
5940000,10166.614711
5960000,10150.448708
5980000,10735.272649
6000000,10668.624908
6020000,10613.183840
6040000,10757.253391
6060000,10864.834518
6080000,10225.710683
6100000,8177.565365
6120000,8208.967490
6140000,8246.464018
6160000,18631.632902
6180000,19080.215273
6200000,19153.283705
6220000,19205.777439
6240000,20836.447714
6260000,20926.270360
6280000,20387.695361
6300000,11098.842671
6320000,10667.217698
6340000,10832.545271
6360000,12853.145852
6380000,9785.193752
6400000,9719.873361
6420000,9824.757736
6440000,9503.791337
6460000,9193.950663
6480000,14774.549024
6500000,14790.014447
6520000,8536.600218
6540000,8236.790892
6560000,8451.318520
6580000,8226.632974
6600000,8450.902422
6620000,8458.240015
6640000,8606.434784
6660000,8596.999056
6680000,8603.692982
6700000,8428.148218
6720000,8259.259377
6740000,8400.832484
6760000,7743.097626
6780000,7731.386499
6800000,7495.438543
6820000,7459.787273
