step,rg2,perim,cycles,asph,movfrac
50000,3835926.891318,477987,28921,0.596741,0.2969
100000,3738502.585966,477917,28892,0.510474,0.2344
150000,3670556.948055,477888,28933,0.500788,0.3359
200000,3705306.351788,477758,29037,0.545836,0.2031
250000,3438555.386251,477876,29070,0.607478,0.3203
300000,3394914.218403,478000,29089,0.640824,0.2734
350000,3170314.458555,477952,29134,0.706676,0.2734
400000,3142723.865410,477940,29136,0.698246,0.3125
450000,3124934.297678,478045,29036,0.605081,0.2969
500000,3125240.570133,478032,29053,0.604558,0.2344
550000,3209910.352555,478012,29033,0.619961,0.2891
600000,2827086.476189,477954,29033,0.345334,0.2500
650000,2778646.155858,477934,29058,0.364546,0.2266
700000,2773029.497501,477907,29024,0.365300,0.2500
750000,2966278.520711,477916,29085,0.420361,0.3438
800000,2978269.496793,477665,29102,0.449657,0.3047
850000,3535814.545067,477617,29147,0.683218,0.2734
900000,3187930.836593,477543,29059,0.715620,0.2891
950000,3244584.363994,477606,29008,0.707066,0.2812
1000000,3262063.660094,477804,29022,0.590795,0.3125
1050000,3894115.225900,477759,29064,0.696508,0.3125
1100000,3813497.546814,477856,29041,0.660807,0.2422
1150000,3753912.040865,477872,29048,0.658934,0.2891
1200000,2444876.439870,477931,29047,0.378598,0.3359
1250000,2291868.645209,477954,29045,0.246550,0.2656
1300000,2101754.732185,477871,29119,0.165941,0.2969
1350000,2180112.413797,477859,29131,0.196237,0.3438
1400000,4410577.808193,477916,29240,0.595519,0.2812
1450000,3080399.913563,477930,29201,0.288914,0.2109
1500000,3100760.513083,478018,29164,0.292332,0.2891
1550000,3772713.985110,477962,29155,0.642729,0.2656
1600000,3173097.865750,477999,29084,0.291657,0.3047
1650000,3579651.802211,477913,29181,0.528552,0.3281
1700000,2877831.721368,477877,29236,0.276642,0.2734
1750000,2805103.595471,477752,29321,0.287533,0.3359
1800000,3756838.559854,477746,29367,0.529021,0.3281
1850000,3747698.305515,477795,29294,0.519870,0.3359
1900000,3281705.257286,477800,29259,0.612828,0.2891
1950000,4114288.357387,477898,29203,0.780725,0.3359
2000000,4767058.530830,478013,29086,0.852999,0.2969
2050000,4725914.186193,478011,29144,0.844380,0.2969
2100000,4521050.365867,477958,29120,0.751257,0.2578
2150000,4224601.042648,477960,29126,0.634935,0.3594
2200000,4026269.746266,477880,29235,0.606891,0.2656
2250000,4036962.793266,477687,29352,0.607845,0.3125
2300000,3047823.363220,477690,29425,0.463480,0.3203
2350000,3044250.065856,477876,29412,0.463327,0.2969
2400000,3699626.814439,477842,29385,0.619337,0.2734
2450000,3735429.825823,477794,29454,0.599581,0.2656
2500000,2654091.085277,477886,29386,0.181560,0.2500
2550000,2935401.790831,477850,29374,0.239910,0.3438
2600000,2407454.678990,477990,29270,0.244308,0.2969
2650000,4038042.159777,477950,29275,0.790193,0.2969
2700000,4045808.029672,478004,29259,0.790514,0.3359
2750000,2604689.021401,478218,29242,0.354249,0.2656
2800000,2351973.654807,478214,29204,0.358958,0.2969
2850000,1919005.946930,478158,29209,0.084009,0.2734
2900000,4444856.528167,478207,29245,0.810027,0.2969
2950000,4443653.537042,478134,29247,0.773430,0.2812
3000000,3637312.219707,477950,29289,0.423696,0.2266
3050000,2851914.030377,477835,29355,0.171535,0.2188
3100000,2867072.287630,477853,29437,0.258326,0.2500
3150000,2711799.399128,477854,29364,0.214165,0.2734
3200000,2818141.490977,477821,29252,0.166509,0.2812
3250000,2690568.857127,477994,29145,0.420181,0.3281
3300000,2689622.884065,478055,29111,0.424316,0.2188
3350000,2545369.545377,478028,29061,0.424919,0.2969
3400000,2661229.333665,478018,29068,0.441140,0.2812
3450000,2577659.727995,478082,28995,0.139525,0.2578
3500000,3242427.294432,478051,29092,0.630513,0.2734
3550000,3862769.982659,478027,29186,0.670795,0.2578
3600000,4655499.308443,478107,29188,0.815284,0.3672
3650000,4975648.638381,478319,29122,0.826367,0.2578
3700000,2950121.831249,478103,29159,0.612638,0.3203
3750000,2282588.459041,477995,29304,0.371983,0.3516
3800000,3073434.457066,478083,29262,0.549287,0.2656
3850000,3072364.341871,478107,29252,0.548558,0.3594
3900000,2885432.802549,477964,29306,0.506241,0.2812
3950000,4756325.148068,477932,29301,0.846459,0.2891
4000000,4760872.429617,478008,29279,0.846462,0.3359
4050000,4522725.469106,477816,29364,0.753758,0.2969
4100000,4409151.462610,477792,29414,0.742938,0.2109
4150000,4400455.825234,477775,29410,0.745004,0.4062
4200000,4080340.806167,477891,29359,0.738438,0.3359
4250000,3376504.620025,477852,29308,0.470074,0.2969
4300000,4899023.481599,477901,29286,0.695788,0.3047
4350000,5054012.528592,477757,29254,0.792528,0.3047
4400000,4875531.765543,477917,29116,0.821759,0.3047
4450000,4896721.296182,477996,29024,0.856312,0.2812
4500000,4642694.230821,477982,29100,0.844394,0.2734
4550000,4647389.131837,477800,29271,0.840248,0.3359
