step,rg2,perim,cycles,asph
100000,1849763.367085,320888,167088,0.421642
200000,1850139.870573,333898,137319,0.420885
300000,2073986.245344,345451,116687,0.169147
400000,2033923.991800,355281,101881,0.134392
500000,2004234.475458,363995,90619,0.127644
600000,2104310.831136,371454,81987,0.275394
700000,1863406.672502,378261,75116,0.110513
800000,1786729.113675,383807,69779,0.146786
900000,2036980.940931,388912,65456,0.055269
1000000,2033719.957867,393280,62010,0.055578
1100000,1975172.166554,397189,58844,0.049892
1200000,2065264.423625,400750,56328,0.208907
1300000,2110088.770720,404179,53986,0.217209
1400000,2156363.009400,407140,52338,0.086010
1500000,1946492.252188,409969,50580,0.025984
1600000,1945068.406871,412275,49111,0.021620
1700000,2032288.685600,414710,47845,0.039227
1800000,2069593.545542,416606,46810,0.312840
1900000,2056265.507866,419001,45433,0.363846
2000000,2009935.354889,420765,44638,0.391814
2100000,2042878.781362,422559,43725,0.321918
2200000,1907613.028159,424207,43010,0.004350
2300000,2048262.277391,425531,42421,0.337992
2400000,2064933.548042,426965,41872,0.362216
2500000,2101091.705744,428242,41463,0.463860
2600000,2106226.258570,429445,41113,0.456359
2700000,2104381.775800,430930,40406,0.455853
2800000,2110893.925717,431807,40107,0.450053
2900000,2180440.406651,432818,39627,0.476078
3000000,1835916.486231,433710,39268,0.213476
3100000,1886750.128765,434709,38946,0.202746
3200000,1756221.915155,435792,38552,0.303255
3300000,1786508.946424,436526,38408,0.264887
3400000,1818141.857210,437616,38166,0.263388
3500000,1737463.544247,438642,37936,0.290394
3600000,1731503.330946,439547,37774,0.283690
3700000,1787438.318464,440133,37625,0.457679
3800000,1792415.990932,441048,37234,0.447584
3900000,1809923.469630,441870,36968,0.458401
4000000,1809234.744853,442552,36710,0.454847
4100000,1808743.636032,443273,36448,0.451855
4200000,2022423.774303,443885,36232,0.541536
4300000,2022367.468370,444363,35921,0.547534
4400000,1964585.953339,444871,35791,0.327578
4500000,1767461.675700,445513,35707,0.182838
4600000,1786640.404978,446076,35767,0.176644
4700000,1727549.616409,446628,35658,0.173440
4800000,1846387.000463,447236,35450,0.209426
4900000,2014704.361133,447591,35290,0.302587
5000000,1994987.236012,448137,35247,0.326653
5100000,1961797.668355,448485,35102,0.393538
5200000,1953601.486992,448661,35079,0.391671
5300000,1759628.316020,448936,35040,0.400385
5400000,1736884.789644,449419,34851,0.421971
5500000,1731193.790798,449794,34737,0.424343
5600000,1681960.401607,450309,34453,0.384927
5700000,1649190.179841,450883,34369,0.419204
5800000,1996083.854599,451139,34256,0.490303
5900000,1858160.846324,451639,34056,0.552367
6000000,2151224.838488,451884,34073,0.174747
6100000,2102838.868129,452217,34028,0.254563
6200000,2040805.670728,452672,33960,0.252689
6300000,2056064.434503,452949,33819,0.224969
6400000,1992902.429824,453072,33926,0.183586
6500000,2181196.444462,453307,33803,0.068595
6600000,2187085.135005,453683,33636,0.109985
6700000,2166742.041806,453689,33811,0.183884
6800000,1964966.747815,454001,33675,0.402836
6900000,1912117.944482,454239,33649,0.367578
7000000,1831067.726405,454603,33500,0.252987
7100000,1967107.877556,455266,33363,0.551955
7200000,1948777.255786,455359,33269,0.545884
7300000,2063402.520542,455577,33382,0.580779
7400000,2114262.347747,455747,33218,0.595300
7500000,1936569.133595,455949,33326,0.537177
7600000,1565704.905228,456103,33162,0.220374
7700000,1584208.817567,456514,33100,0.189152
7800000,1752201.337493,456982,32973,0.243610
7900000,1746128.520246,457253,32904,0.241877
8000000,1910676.812536,457490,32838,0.018942
8100000,1698957.377922,457754,32818,0.271452
8200000,1813055.604630,458082,32726,0.323997
8300000,1814509.423424,458380,32697,0.324377
8400000,1743822.317405,458683,32530,0.131990
8500000,1799145.673134,458898,32361,0.181824
8600000,1724043.217206,459105,32351,0.124543
8700000,1711178.438489,459390,32424,0.122101
8800000,1695741.926555,459609,32336,0.103723
8900000,1916613.082893,459731,32392,0.043560
9000000,1722734.066191,459703,32528,0.024363
9100000,1606973.948724,459811,32485,0.018537
9200000,1588737.201257,460017,32509,0.022268
9300000,2190023.853944,460331,32511,0.393383
9400000,2197758.264702,460496,32342,0.386778
9500000,2260454.211987,460778,32254,0.193258
9600000,2187051.605178,460940,32184,0.069970
9700000,2072768.192485,461082,32139,0.183376
9800000,2119159.755271,461047,32199,0.224452
9900000,1507344.770292,461139,32201,0.046568
10000000,1613331.488265,461205,32215,0.061768
10100000,1717042.688153,461293,32286,0.160522
10200000,1828523.094766,461636,32248,0.065495
10300000,1867923.789283,461884,32202,0.092494
10400000,1770026.216609,461939,32219,0.101276
10500000,2018473.296825,462316,32026,0.193517
10600000,1932390.643126,462433,32151,0.404775
10700000,1731964.907649,462591,32050,0.284048
10800000,1730387.166807,462610,32041,0.311680
10900000,1868589.790230,462896,32042,0.013944
11000000,1892578.136154,462932,32068,0.051363
11100000,1915307.664035,463250,31843,0.059364
11200000,1892969.785079,463451,31802,0.052066
11300000,1835234.360726,463888,31706,0.047434
11400000,1687849.529376,464093,31548,0.054643
11500000,1548266.715851,464027,31535,0.257057
11600000,1623419.941856,463901,31611,0.239370
11700000,1668843.949641,464006,31635,0.126847
11800000,1668422.539810,464238,31396,0.126878
11900000,1671634.716193,464321,31508,0.019123
12000000,1831554.759384,464240,31596,0.051913
