step,rg2,perim,cycles,asph,movfrac
50000,3075218.912524,477955,29480,0.170530,0.3047
100000,2066354.624820,477874,29467,0.112401,0.2578
150000,1998670.026885,477754,29383,0.148450,0.1719
200000,2318167.527320,477669,29399,0.220547,0.3516
250000,2605723.091497,477699,29342,0.363854,0.3047
300000,2210959.231694,477678,29388,0.056422,0.2969
350000,2406925.883787,477716,29358,0.416619,0.2891
400000,1748591.997774,477737,29373,0.166109,0.3359
450000,1793824.417264,477575,29367,0.132983,0.2734
500000,2676280.567046,477487,29433,0.683732,0.3672
550000,2716406.303420,477571,29362,0.694118,0.2578
600000,2846663.443921,477558,29256,0.407292,0.3594
650000,2847208.712273,477633,29271,0.401326,0.2500
700000,2513358.509708,477768,29243,0.229853,0.2578
750000,3017207.506402,477837,29193,0.473089,0.3203
800000,3178114.920631,477872,29152,0.502776,0.3438
850000,2196815.725600,477955,29081,0.097256,0.2188
900000,2997738.128485,477887,29066,0.129553,0.2656
950000,3366353.057795,477770,29180,0.201921,0.3516
1000000,4278246.367668,477909,29138,0.756174,0.2812
1050000,3622401.821695,478083,29073,0.677569,0.2344
1100000,3300358.065435,478086,29242,0.582308,0.2812
1150000,2857780.874930,478019,29307,0.226365,0.1875
1200000,3385754.505669,478007,29369,0.293960,0.3203
1250000,3184801.343281,477935,29451,0.399797,0.3047
1300000,3205648.890989,477838,29337,0.383861,0.3594
1350000,3135455.947766,477888,29259,0.392899,0.2734
1400000,3205572.550552,477898,29249,0.402675,0.2734
1450000,3395422.755016,477914,29163,0.350706,0.2812
1500000,3123492.449861,477849,29219,0.358913,0.3828
1550000,3088384.477192,477946,29101,0.216590,0.3438
1600000,3504451.325592,477904,29116,0.254606,0.2891
1650000,3419130.546744,477793,29010,0.268988,0.2969
1700000,2849475.373553,477813,29083,0.338134,0.2578
1750000,2813251.744192,477980,29143,0.331139,0.3203
1800000,2949618.261627,478013,29072,0.231487,0.3047
1850000,3281490.381046,477959,29086,0.313844,0.3594
1900000,3469083.464967,477959,28980,0.481393,0.2891
1950000,3471912.392664,478026,28981,0.480984,0.3438
2000000,3332943.126056,477915,29011,0.629950,0.3672
2050000,3328603.587210,477716,29068,0.645342,0.3047
2100000,3256949.202028,477684,29042,0.632149,0.2734
2150000,3297859.201490,477646,29015,0.608618,0.2500
2200000,3774995.293731,477795,28884,0.743700,0.2656
2250000,3580018.288230,477694,28947,0.622451,0.2891
2300000,3583695.124755,477660,28942,0.622308,0.2344
2350000,3412463.941215,477758,28877,0.452344,0.2969
2400000,3407970.657786,477809,28956,0.452005,0.3047
2450000,3490117.087425,477867,28966,0.559969,0.2969
2500000,3735512.778641,477747,29030,0.589290,0.3359
2550000,2968938.950500,477797,29021,0.533356,0.2812
2600000,3116309.658611,477836,29017,0.421682,0.3125
2650000,2849051.479229,477775,29173,0.415914,0.3203
2700000,2760139.894139,477835,29111,0.364328,0.3125
2750000,2911487.045286,477876,29076,0.188241,0.2891
2800000,2686173.899226,477993,28992,0.638845,0.2969
2850000,4120761.897121,477774,29064,0.457368,0.2266
2900000,2935346.741279,477695,29021,0.400199,0.3750
2950000,2988021.651371,477524,29103,0.402412,0.2734
3000000,3701083.052721,477463,29080,0.522044,0.2891
3050000,3901136.792288,477582,29005,0.614637,0.3125
3100000,4023875.996766,477737,29048,0.722005,0.3438
3150000,2687009.703922,477855,29110,0.261653,0.2969
3200000,2909116.367192,477862,29098,0.339603,0.3594
3250000,2736126.014470,477867,29068,0.350419,0.2578
3300000,2835740.442704,477873,29111,0.300768,0.2891
3350000,2395735.005813,477940,29182,0.520546,0.2500
3400000,2879200.348932,477768,29247,0.580015,0.2891
3450000,2944035.965063,477918,29158,0.554151,0.2734
3500000,3465758.154831,477827,29173,0.479004,0.2734
3550000,3556835.338352,477869,29150,0.492565,0.3203
3600000,3027937.444191,477839,29179,0.622529,0.2422
3650000,3017669.533407,477769,29184,0.608347,0.2266
3700000,2892172.802518,477767,29247,0.454558,0.3203
3750000,2361880.408634,477765,29294,0.564099,0.3047
3800000,1964718.251971,477848,29271,0.223139,0.3047
3850000,2446322.539152,477830,29293,0.219241,0.2422
3900000,2523507.286218,477791,29344,0.331791,0.2500
3950000,2770838.920366,477935,29205,0.263465,0.2109
4000000,2701578.404629,477871,29224,0.259164,0.3359
