step,rg2,perim,cycles,asph,movfrac
50000,3775430.127832,478076,28832,0.618644,0.2422
100000,3380003.616903,478004,28867,0.557050,0.2969
150000,3243474.340543,477941,28785,0.530232,0.2812
200000,3802136.508132,477838,28840,0.628015,0.2812
250000,2212525.144448,477883,28921,0.299953,0.2734
300000,2164802.104792,477828,28918,0.307918,0.2578
350000,2090545.139215,477638,29021,0.109666,0.3672
400000,2315790.806504,477543,29005,0.209289,0.3281
450000,4333833.553924,477399,29080,0.748541,0.3281
500000,3268634.896211,477390,29107,0.596477,0.2656
550000,3525894.451541,477340,29162,0.725522,0.3281
600000,3236319.729784,477406,29103,0.747725,0.3047
650000,3386364.053674,477474,29086,0.715232,0.3047
700000,3772475.874031,477505,29114,0.699152,0.2500
750000,4522218.385140,477549,29090,0.677567,0.2812
800000,3497351.530040,477536,29130,0.496582,0.2422
850000,3295410.211602,477225,29274,0.439464,0.3828
900000,3299627.559922,477387,29074,0.439551,0.3125
950000,3356798.484555,477334,29094,0.438624,0.2266
1000000,3599817.161967,477500,29063,0.441340,0.3125
1050000,3836318.041663,477423,29045,0.521811,0.3672
1100000,4064011.731002,477288,29101,0.602807,0.2812
1150000,2049242.992977,477230,29144,0.039445,0.3516
1200000,2470726.613200,477291,29079,0.127931,0.3047
1250000,3502901.442134,477382,28978,0.458972,0.2500
1300000,2750339.390386,477373,29020,0.478530,0.3047
1350000,3458494.129861,477316,29100,0.656914,0.2812
1400000,3626481.832539,477340,29159,0.633540,0.2656
1450000,4675768.228886,477265,29197,0.698382,0.3203
1500000,5026951.005280,477219,29219,0.814715,0.3203
1550000,4373192.451232,477192,29154,0.738279,0.2969
1600000,2282359.000820,477251,29150,0.221865,0.2188
1650000,4823794.513887,477088,29292,0.758042,0.3047
1700000,1826020.759517,476940,29454,0.001618,0.2578
1750000,1975194.959524,476835,29459,0.010406,0.2578
1800000,4094641.488741,476806,29479,0.711943,0.2812
1850000,3809451.155579,476906,29382,0.520336,0.2734
1900000,3741892.955981,477021,29339,0.538687,0.2031
1950000,4144813.335929,477060,29207,0.783266,0.2812
2000000,3308897.170018,477059,29268,0.699338,0.2969
2050000,2888140.962309,477099,29261,0.506621,0.3516
2100000,3133535.513538,477223,29205,0.576480,0.3125
2150000,5253277.726178,477268,29218,0.827656,0.2891
2200000,5281174.635122,477332,29164,0.829710,0.2734
2250000,5354252.344392,477222,29238,0.788343,0.2656
2300000,5523652.619527,477154,29203,0.769060,0.2734
2350000,3924837.323643,477072,29230,0.437930,0.3281
2400000,3991379.669963,477294,29151,0.402087,0.3203
2450000,4682321.832305,477218,29209,0.632238,0.3047
2500000,4658596.906870,477315,29309,0.628292,0.2734
2550000,3693003.511692,477183,29307,0.403732,0.3047
2600000,4093536.542495,477332,29250,0.614238,0.3281
2650000,4088040.673705,477275,29246,0.609870,0.2812
