step,rg2,perim,cycles,asph
50000,501816.939097,119447,7222,0.367822
100000,501288.227023,119393,7137,0.368146
150000,495012.334611,119497,7187,0.311388
200000,494486.611152,119369,7246,0.314136
250000,495267.890544,119186,7350,0.314101
300000,499828.085631,119088,7439,0.296536
350000,500076.993779,119181,7307,0.296319
400000,499265.047937,119266,7264,0.298002
450000,454539.724836,119304,7233,0.231513
500000,456474.985919,119280,7500,0.239424
550000,459187.413674,119366,7292,0.268503
600000,458131.774406,119433,7283,0.265411
650000,456958.660697,119425,7375,0.264747
700000,456337.217020,119206,7460,0.265773
750000,453341.138455,119422,7303,0.262033
800000,455498.558469,119408,7242,0.264101
850000,452140.312474,119458,7323,0.271195
900000,451409.036837,119630,7200,0.271032
950000,451947.573140,119657,7257,0.271927
1000000,455143.564160,119539,7415,0.275576
1050000,454270.960663,119564,7382,0.274075
1100000,460814.290824,119607,7304,0.264893
1150000,467082.262408,119637,7403,0.275123
1200000,468164.317043,119692,7304,0.275965
1250000,461141.248977,119641,7302,0.294037
1300000,483451.264289,119508,7343,0.325682
1350000,487407.776278,119482,7305,0.328599
1400000,487826.869853,119608,7298,0.335633
1450000,487835.004290,119648,7281,0.337518
1500000,483026.179222,119561,7255,0.354311
1550000,486225.348505,119635,7123,0.359095
1600000,486294.478946,119599,7236,0.357537
1650000,493652.231109,119527,7318,0.343877
1700000,494462.770617,119621,7303,0.342198
1750000,493604.010017,119633,7309,0.343864
1800000,493489.921188,119618,7231,0.343701
1850000,493149.711385,119482,7153,0.344461
1900000,493113.238890,119525,7238,0.345140
1950000,495985.664660,119381,7348,0.345201
2000000,496627.314554,119392,7440,0.344960
2050000,497037.678766,119481,7302,0.346753
2100000,497194.822434,119443,7286,0.348489
2150000,495243.987519,119523,7234,0.345264
2200000,493720.479688,119513,7306,0.348796
2250000,494804.731136,119694,7221,0.349358
2300000,494270.115371,119772,7193,0.349740
2350000,493248.192697,119735,7282,0.348835
2400000,492236.720456,119605,7324,0.337928
2450000,492236.487548,119516,7291,0.340587
2500000,488390.394093,119494,7306,0.344598
2550000,489063.717610,119430,7315,0.345224
2600000,488696.147099,119499,7391,0.346641
2650000,489466.527966,119739,7359,0.348171
2700000,489998.631242,119713,7240,0.348608
2750000,489461.378115,119666,7276,0.346416
2800000,489694.196065,119591,7405,0.347610
2850000,490169.857876,119617,7395,0.348475
2900000,490936.566126,119550,7496,0.350660
2950000,489688.404521,119640,7348,0.348221
3000000,488536.305442,119685,7217,0.348584
3050000,488623.605044,119669,7236,0.349557
3100000,487585.003875,119895,7186,0.356386
3150000,483936.383010,119844,7084,0.368667
3200000,481890.857121,119778,7133,0.376492
3250000,479191.310602,119910,7107,0.370951
3300000,479222.856148,119835,7097,0.371771
3350000,479835.694636,119769,7164,0.372495
3400000,432666.589131,119785,7102,0.253235
3450000,431308.134052,119579,7254,0.251970
3500000,466635.030242,119596,7160,0.318418
3550000,466020.175755,119613,7313,0.315856
3600000,466187.062398,119568,7274,0.312291
3650000,467248.315657,119580,7223,0.318893
3700000,467723.926636,119511,7255,0.319539
3750000,469311.852439,119398,7357,0.318497
3800000,469478.437194,119423,7371,0.322210
3850000,470504.191263,119280,7358,0.323234
3900000,519409.484853,119257,7404,0.354192
3950000,518804.532139,119167,7563,0.353673
4000000,518452.293753,119410,7381,0.353256
4050000,519858.826397,119558,7386,0.354305
