step,rg2,perim,cycles,asph,movfrac
50000,3490909.241146,478096,29141,0.673915,0.2891
100000,4078293.643966,478056,29156,0.744993,0.2969
150000,4544629.704969,478103,29095,0.788376,0.2891
200000,3923800.167403,478111,29065,0.659345,0.3047
250000,3695244.667074,478114,29022,0.593642,0.2734
300000,2575904.713085,478180,29018,0.497994,0.3516
350000,2585337.274689,478055,29222,0.493896,0.3672
400000,2578256.235805,478067,29181,0.477806,0.2734
450000,3082138.508832,478062,29064,0.403203,0.3203
500000,3083616.461948,477981,29138,0.411165,0.2734
550000,3074764.967924,477885,29182,0.419588,0.3516
600000,2822301.317995,477924,29110,0.417359,0.3203
650000,4583286.285617,478011,29116,0.821389,0.2812
700000,3885221.840088,477972,29227,0.786060,0.3594
750000,4320133.729005,478158,29047,0.845619,0.2812
800000,4757239.166649,478107,29108,0.850375,0.2578
850000,3258512.723214,477969,29178,0.367242,0.2344
900000,3232777.459530,477887,29245,0.364898,0.2578
950000,3387665.191427,477759,29262,0.630859,0.3203
1000000,3380227.121649,477709,29224,0.630224,0.3281
1050000,3258707.428508,477774,29180,0.661095,0.2812
1100000,3904869.113639,477744,29129,0.726440,0.2578
1150000,3491263.497901,477687,29241,0.650527,0.3750
