step,rg2,perim,cycles,asph,movfrac
50000,2060480.836643,471090,30467,0.343691,0.2422
100000,1711743.799268,471045,30483,0.304363,0.3281
150000,1713446.199644,471150,30361,0.304537,0.2578
200000,1725083.690922,471267,30236,0.329595,0.3125
250000,1753422.544465,471337,30154,0.322959,0.3203
300000,1685797.590994,471079,30186,0.291307,0.3516
350000,1689747.039289,471037,30301,0.283269,0.2891
400000,1745781.135369,470990,30275,0.220970,0.3438
450000,1746083.418694,471183,30214,0.225729,0.3203
500000,1975114.040255,471081,30330,0.468211,0.3125
550000,2161428.337985,471137,30392,0.449805,0.3359
600000,1645036.784069,471244,30277,0.124161,0.3125
650000,1497696.802880,471053,30411,0.070173,0.2812
700000,1506545.298847,470949,30447,0.068811,0.2500
750000,1489318.626302,470976,30512,0.071037,0.3125
800000,2063116.267130,470937,30561,0.234147,0.2734
850000,2082961.203764,470924,30606,0.252444,0.3047
900000,2089858.270521,470884,30634,0.252590,0.3438
950000,2013981.715897,470835,30731,0.215915,0.2812
1000000,1959331.319859,470955,30544,0.207004,0.3281
1050000,2080283.133291,471043,30465,0.224834,0.3281
1100000,2025359.788927,471157,30413,0.209377,0.3359
1150000,2014787.948016,471239,30368,0.212846,0.2969
1200000,2023782.260878,471198,30407,0.290865,0.2188
1250000,2047972.795976,471338,30403,0.313419,0.3516
1300000,2048444.447137,471413,30401,0.313845,0.2969
1350000,2006345.483320,471330,30507,0.179170,0.2656
1400000,2043835.788735,471301,30430,0.172624,0.3203
1450000,2047388.807771,471157,30419,0.163960,0.2500
1500000,2048174.955160,471094,30396,0.163815,0.3125
1550000,2047918.631874,471166,30396,0.163496,0.2812
1600000,2046487.492861,471260,30457,0.163711,0.3203
1650000,2045265.577548,471469,30319,0.162660,0.2734
1700000,2288998.042927,471391,30324,0.180780,0.2969
1750000,2007051.080555,471392,30401,0.082560,0.3125
1800000,1644594.782254,471526,30355,0.045084,0.2891
1850000,1655491.673001,471595,30285,0.045722,0.2578
1900000,1647698.866831,471640,30307,0.044954,0.3203
1950000,1636942.003073,471693,30310,0.044785,0.2500
2000000,1623500.169204,471627,30387,0.040526,0.2891
2050000,2399731.471777,471777,30336,0.217227,0.3125
2100000,1609071.856311,471623,30308,0.024771,0.3203
2150000,1608825.158491,471706,30258,0.024726,0.2734
2200000,2503602.455382,471841,30102,0.248231,0.3594
2250000,2502364.247876,471838,30052,0.248711,0.3359
2300000,1763329.047212,471863,30010,0.228109,0.3359
2350000,1769764.689909,471895,29930,0.226868,0.3281
2400000,2433118.959407,471948,29895,0.440092,0.2812
2450000,2487940.242322,471858,29919,0.489474,0.3359
2500000,1769090.540508,472004,29882,0.090624,0.2812
2550000,2689899.497319,471987,29946,0.415241,0.2344
2600000,2681139.743045,471896,30025,0.405835,0.3359
2650000,2595484.860083,472053,30102,0.613871,0.3359
2700000,2500784.230066,472021,30171,0.642785,0.2656
2750000,3027997.040723,471999,30186,0.544788,0.3594
2800000,3016282.980209,471989,30129,0.540420,0.3203
2850000,2704487.351407,472076,30029,0.427156,0.2812
2900000,2665642.042999,472058,30099,0.510989,0.3281
2950000,3267977.416931,472102,30102,0.637430,0.2734
3000000,2732952.678192,472007,30159,0.502348,0.2656
3050000,2743744.241292,471918,30272,0.507153,0.3594
3100000,2743235.810860,471806,30275,0.505882,0.2188
3150000,2816379.442028,471863,30272,0.351127,0.2578
3200000,2814154.094403,472037,30257,0.350775,0.2812
3250000,2854682.482211,471932,30201,0.320586,0.2656
3300000,2858073.063904,471992,30096,0.321283,0.2969
3350000,3275731.448373,472069,30039,0.702875,0.3281
3400000,2660891.082277,472084,30049,0.525058,0.3438
3450000,2664838.921917,471949,30193,0.527043,0.2969
3500000,2738698.106500,471925,30224,0.649737,0.4297
3550000,2744689.205494,472028,30222,0.474267,0.3828
3600000,2736261.057364,472109,30292,0.473159,0.3594
3650000,2494123.009835,472104,30328,0.604110,0.2891
3700000,2920181.631645,472248,30151,0.705739,0.2578
3750000,2918962.671156,472173,30164,0.707318,0.3359
3800000,2809022.683459,472252,30179,0.411392,0.2891
3850000,2798809.051775,472377,30077,0.433385,0.3516
3900000,2504516.530193,472327,30134,0.556725,0.3125
3950000,2498504.003590,472229,30126,0.581561,0.2812
4000000,2488108.440573,472347,30133,0.581167,0.3828
4050000,2298532.222914,472367,30152,0.610660,0.3203
4100000,2031270.314435,472401,30169,0.336781,0.2969
4150000,2937243.005715,472534,30006,0.526207,0.3203
4200000,3200733.370954,472499,30032,0.619092,0.2656
4250000,2948499.962442,472563,30075,0.343472,0.3359
4300000,2917075.050484,472507,30080,0.144924,0.2812
4350000,2174907.665156,472563,30108,0.022955,0.3984
4400000,2228476.827271,472236,30188,0.128210,0.3047
4450000,2629520.170990,472312,30222,0.611271,0.3281
4500000,2641859.792873,472379,30134,0.500837,0.3203
4550000,2730812.378809,472475,30132,0.530816,0.2891
4600000,2885877.662738,472548,30069,0.578266,0.3047
4650000,2886842.611690,472513,30057,0.578763,0.3438
4700000,2992240.543550,472520,30060,0.580534,0.4062
4750000,2638789.539056,472548,30063,0.517406,0.3125
4800000,2353065.668452,472642,30003,0.620006,0.2656
4850000,2352206.151982,472727,30006,0.619800,0.2734
4900000,2137516.011570,472790,29862,0.445917,0.3359
4950000,2442874.993884,472828,29805,0.464383,0.2969
5000000,2549466.762337,472678,29872,0.584626,0.3047
5050000,2035712.853635,472719,29828,0.326715,0.3359
5100000,2767365.389272,472752,29839,0.496886,0.3047
5150000,2638081.501337,472879,29909,0.404461,0.2734
5200000,2939997.526796,472810,29883,0.635332,0.2891
5250000,3040891.795963,472541,29988,0.650636,0.2578
5300000,2977905.203895,472545,30004,0.557722,0.2891
5350000,2982678.573440,472708,30139,0.554397,0.3594
5400000,3217105.321720,472733,30159,0.592553,0.3672
5450000,2742173.203779,472904,30115,0.368123,0.2578
5500000,2700151.010362,473001,30265,0.367604,0.2578
5550000,2919985.018890,472896,30157,0.451232,0.2656
5600000,1874521.770036,472877,30117,0.164551,0.2734
5650000,1876491.492965,473040,30008,0.167152,0.3281
5700000,2610525.627230,473055,29960,0.405843,0.2969
5750000,2612203.874655,473108,29923,0.406641,0.3047
5800000,2644485.522380,472924,30019,0.393698,0.3047
5850000,2219188.313709,472939,30024,0.358514,0.3359
5900000,2218355.910944,473005,29988,0.358164,0.3047
5950000,2908865.061135,473104,29895,0.413579,0.2891
6000000,2840255.624328,472992,29874,0.414214,0.2656
6050000,3030087.827128,472921,29894,0.440576,0.2891
6100000,3039872.522099,472919,29825,0.438798,0.2812
6150000,2641870.438829,472928,29866,0.367978,0.3125
6200000,2729584.934043,473007,29865,0.405125,0.2031
6250000,2735668.001358,473104,29869,0.407301,0.2891
6300000,2731531.214719,473206,29883,0.413561,0.2891
6350000,3029724.120418,473400,29833,0.404907,0.2891
6400000,2277228.787354,473482,29792,0.157925,0.2812
6450000,2271817.038757,473552,29663,0.161875,0.3359
6500000,2271088.512473,473534,29652,0.161583,0.2578
6550000,2270796.555087,473463,29710,0.161784,0.3594
6600000,2486936.460154,473626,29661,0.216180,0.3359
6650000,2691512.147344,473725,29684,0.474317,0.3281
6700000,2690725.333442,473670,29783,0.558846,0.2109
6750000,2607607.762240,473417,29958,0.411999,0.2812
6800000,2580127.323389,473481,30068,0.405353,0.2734
6850000,2019945.044401,473542,30044,0.141227,0.3906
6900000,2375234.655777,473589,30037,0.321903,0.3047
6950000,2291330.983055,473525,30147,0.356708,0.2891
7000000,2779189.515827,473456,30164,0.284073,0.3359
7050000,3000071.062461,473225,30223,0.527220,0.3359
