step,rg2,perim,cycles
41050000,2306444.256527,119371,7298
41100000,2309334.385670,119239,7411
41150000,2304968.247594,119383,7180
41200000,2300997.438293,119454,7263
41250000,2316245.841275,119540,7156
41300000,2320051.617737,119536,7136
41350000,2322770.934719,119544,7213
41400000,2313923.978475,119740,7156
41450000,2311794.698623,119507,7203
41500000,2309882.295358,119414,7265
41550000,2306104.861520,119413,7325
41600000,2300766.986404,119459,7298
41650000,2296278.927724,119397,7308
41700000,2286627.998739,119513,7313
41750000,2285229.711058,119503,7349
41800000,2283245.423022,119355,7369
41850000,2276493.787929,119442,7378
41900000,2279119.987236,119451,7352
41950000,2270927.235096,119533,7258
42000000,2249617.096094,119703,7215
42050000,2261306.034538,119603,7247
42100000,2213361.503873,119605,7298
42150000,2213983.599377,119522,7296
42200000,2215730.208899,119452,7374
42250000,2222387.992703,119788,7174
42300000,2212248.260416,119603,7283
42350000,2209162.966590,119580,7475
42400000,2203500.326873,119520,7398
42450000,2209317.808270,119644,7276
42500000,2202788.422891,119449,7378
42550000,2197641.004749,119364,7305
42600000,2194183.646734,119516,7406
42650000,2195168.078425,119540,7344
42700000,2207683.964470,119853,7132
42750000,2217228.872523,119758,7237
42800000,2268852.919097,119748,7181
42850000,2264714.425148,119692,7225
42900000,2266760.246816,119655,7245
42950000,2256449.167479,119790,7276
43000000,2303247.133856,119723,7243
43050000,2291280.474382,119645,7302
43100000,2286347.434842,119629,7405
43150000,2272782.814503,119805,7225
43200000,2269221.315169,119758,7197
43250000,2268601.500726,119705,7286
43300000,2264907.220730,119675,7305
43350000,2264613.472883,119682,7273
43400000,2265150.836024,119585,7268
43450000,2291400.033252,119510,7306
43500000,2291445.453866,119549,7260
43550000,2295279.736084,119546,7184
43600000,2298823.257153,119499,7163
43650000,2297210.669330,119342,7219
43700000,2306021.058315,119572,7137
43750000,2303668.450442,119553,7186
43800000,2290529.946889,119760,7167
43850000,2305383.317542,119541,7300
43900000,2310943.952753,119549,7276
43950000,2306020.043077,119628,7239
44000000,2311799.822418,119680,7294
44050000,2310207.569105,119586,7345
44100000,2303952.246393,119719,7314
44150000,2296563.649549,119888,7262
44200000,2298560.724937,119694,7301
44250000,2295949.236879,119736,7218
44300000,2291034.857225,119700,7149
44350000,2299875.893644,119885,7122
44400000,2330485.913905,119989,7010
44450000,2334708.074192,119947,7067
44500000,2353537.604514,120048,7027
44550000,2354268.956535,119875,7232
44600000,2304388.859259,119735,7235
44650000,2342460.985726,119589,7348
44700000,2347001.629509,119697,7207
44750000,2334662.721661,119775,7187
44800000,2327129.952813,119702,7184
44850000,2326362.546730,119800,7170
44900000,2215813.987730,119910,7225
44950000,2221264.493667,119829,7171
45000000,2218560.473999,119704,7210
45050000,2211954.097949,119677,7259
45100000,2190321.617998,119674,7223
45150000,2190014.060430,119847,7101
45200000,2221880.704434,119891,7097
45250000,2235770.945905,119685,7253
45300000,2249517.703016,119543,7324
45350000,2237233.681898,119851,7172
45400000,2235333.622773,119759,7233
45450000,2237926.554080,119631,7424
45500000,2238081.675920,119535,7346
45550000,2237207.975862,119803,7220
45600000,2237120.025874,119774,7238
45650000,2238666.312727,119639,7235
45700000,2273922.826262,119536,7232
45750000,2272240.466329,119782,7118
45800000,2271397.447965,119694,7270
45850000,2274091.533668,119503,7361
45900000,2273386.865471,119603,7222
45950000,2273262.508051,119655,7135
46000000,2271145.454150,119787,7130
46050000,2274192.906189,119552,7336
46100000,2276170.611396,119464,7327
46150000,2274985.895655,119568,7302
46200000,2272483.842145,119580,7198
46250000,2258953.147842,119680,7174
46300000,2256810.205917,119772,7159
46350000,2262507.041843,119918,7146
46400000,2257623.041039,119684,7258
46450000,2260929.942226,119638,7321
46500000,2256630.537075,119554,7300
46550000,2251749.714303,119485,7314
46600000,2251904.076142,119473,7389
46650000,2243313.788192,119582,7202
46700000,2262572.181075,119595,7324
46750000,2263566.650494,119616,7292
46800000,2268288.996423,119486,7325
46850000,2275515.985974,119528,7373
46900000,2276288.232108,119596,7271
46950000,2274183.755407,119581,7290
47000000,2274500.589928,119568,7211
47050000,2275155.640938,119406,7403
47100000,2280944.535239,119594,7349
47150000,2288414.967798,119751,7188
47200000,2284621.750677,119640,7353
47250000,2278745.495985,119539,7347
47300000,2275423.799368,119332,7247
47350000,2274168.656758,119352,7201
47400000,2283488.268122,119333,7162
47450000,2280842.355990,119334,7289
47500000,2287446.972065,119368,7287
47550000,2288378.338534,119393,7292
47600000,2294664.286549,119425,7400
47650000,2291761.613709,119586,7238
47700000,2246414.686140,119542,7203
47750000,2250806.808349,119674,7100
47800000,2256817.148543,119738,7082
47850000,2248476.506417,119702,7210
47900000,2122234.397241,119738,7119
47950000,2129188.900598,119598,7274
48000000,2136629.343939,119409,7287
48050000,2144467.558341,119557,7173
48100000,2143038.238824,119561,7284
48150000,2142579.364881,119596,7223
48200000,2142021.829813,119528,7261
48250000,2134587.314877,119647,7270
48300000,2135336.018003,119655,7303
48350000,2125155.496046,119633,7308
48400000,2137742.447690,119667,7216
48450000,2128299.177955,119839,7039
48500000,2129391.324554,119808,7182
48550000,2079820.837640,119849,7117
48600000,2079075.894653,119704,7264
48650000,2091305.306000,119808,7098
48700000,2094830.468947,119695,7177
48750000,2092368.448091,119709,7157
48800000,2095328.249593,119535,7274
48850000,2082867.199094,119435,7294
48900000,2077820.070659,119371,7313
48950000,2100698.805662,119472,7185
49000000,2102423.457413,119491,7201
49050000,2106027.704237,119428,7281
49100000,2103788.114757,119452,7289
49150000,2095104.458892,119450,7298
49200000,2094464.434909,119674,7118
49250000,2093582.275790,119714,7190
49300000,2093665.806454,119741,7081
49350000,2100734.817219,119599,7327
49400000,2107612.904177,119575,7271
49450000,2099065.499280,119410,7313
49500000,2093214.366767,119609,7286
49550000,2089713.948670,119765,7259
49600000,2088836.460752,119651,7256
49650000,2090329.172491,119577,7246
49700000,2089799.676834,119375,7339
49750000,2083484.848604,119509,7361
49800000,2079132.854835,119635,7175
49850000,2076767.888598,119742,7099
49900000,2075299.349713,119705,7128
49950000,2130241.996853,119722,7108
50000000,2132401.791815,119534,7250
50050000,2132541.346097,119449,7408
50100000,2121734.400400,119587,7356
50150000,2118223.574626,119587,7271
50200000,2118628.411794,119706,7162
50250000,2119275.661052,119630,7268
50300000,2116940.487650,119450,7360
50350000,2115259.486498,119437,7322
50400000,2109201.754490,119610,7201
50450000,2027875.330705,119383,7308
50500000,2024106.378490,119673,7212
50550000,2021442.706123,119758,7243
50600000,2021618.647689,119766,7213
50650000,2017412.981510,119761,7162
50700000,2022744.080144,119751,7172
50750000,2039111.446510,119603,7265
50800000,2046736.310472,119485,7321
50850000,2047386.003097,119527,7281
50900000,2035655.731499,119588,7222
50950000,2035258.152902,119572,7257
51000000,2031687.700025,119614,7336
51050000,2049682.299621,119699,7274
51100000,2048875.200772,119852,7175
51150000,2073591.955545,119662,7212
51200000,2095197.994806,119817,7196
51250000,2103419.913637,119714,7272
51300000,2099903.359749,119855,7132
51350000,2080732.285129,119786,7157
51400000,2099139.078790,119814,7192
51450000,2097921.847502,119911,7134
51500000,2097391.336365,119822,7188
51550000,2098152.570619,119698,7281
51600000,2048863.002965,119935,7110
51650000,2049605.146232,119803,7199
51700000,2047045.731328,119676,7303
51750000,2048436.018633,119603,7349
51800000,2050141.194935,119473,7396
51850000,2053461.079171,119575,7343
51900000,2033287.287946,119633,7276
51950000,2036641.473502,119671,7317
52000000,2052193.360105,119550,7299
52050000,2062547.557236,119612,7345
52100000,2064989.777950,119537,7281
52150000,2112980.857082,119308,7347
52200000,2158928.840264,119590,7288
52250000,2162354.932083,119629,7304
52300000,2165238.685209,119664,7242
52350000,2166752.897653,119599,7286
52400000,2164512.941621,119538,7219
52450000,2166625.470252,119609,7236
52500000,2175336.509294,119438,7367
52550000,2174720.298708,119472,7249
52600000,2168315.649331,119650,7183
52650000,2179401.664843,119424,7270
52700000,2185166.156792,119441,7281
52750000,2178400.719575,119304,7394
52800000,2175400.593946,119290,7394
52850000,2170668.201134,119083,7524
52900000,2106261.948201,119300,7412
52950000,2112114.936390,119261,7421
53000000,2113359.408493,119306,7349
53050000,2109089.634182,119498,7354
53100000,2111330.066346,119539,7205
53150000,2106901.420189,119268,7409
53200000,2115036.209104,119192,7426
53250000,2102871.484472,119404,7362
53300000,2107605.003060,119471,7255
53350000,2110303.096994,119461,7314
53400000,2108100.143840,119688,7163
53450000,2106541.181244,119741,7023
53500000,2107951.999152,119575,7112
53550000,2109186.019748,119429,7153
53600000,2107052.259632,119513,7192
53650000,2109622.665779,119563,7224
53700000,2121262.900656,119476,7313
53750000,2122217.833310,119408,7364
53800000,2118215.856842,119438,7288
53850000,2118937.624183,119576,7274
53900000,2121653.456854,119465,7246
53950000,2122021.015322,119374,7285
54000000,2136136.382367,119296,7304
54050000,2144025.682148,119244,7365
54100000,2160237.678296,119278,7452
54150000,2131562.478174,119333,7338
54200000,2138985.242643,119358,7334
54250000,2139801.394035,119359,7413
54300000,2148572.867129,119382,7481
54350000,2140704.495027,119381,7435
54400000,2155852.143713,119601,7304
54450000,2166686.911414,119521,7375
54500000,2183189.186090,119504,7304
54550000,2192242.441209,119503,7322
54600000,2233933.532121,119633,7200
54650000,2232190.729584,119788,7176
54700000,2247388.199462,119490,7306
54750000,2227367.115613,119517,7250
54800000,2220474.205603,119310,7261
54850000,2220328.254489,119415,7112
54900000,2216517.948416,119293,7225
54950000,2220964.051560,119177,7327
55000000,2234924.243238,119117,7372
55050000,2227733.780506,119206,7374
55100000,2224913.115710,119323,7420
55150000,2226610.297558,119414,7343
55200000,2225197.738994,119433,7244
55250000,2221361.262720,119391,7295
55300000,2220797.178345,119410,7291
55350000,2220736.885440,119243,7306
55400000,2226794.339097,119343,7336
55450000,2226624.380848,119430,7257
55500000,2233257.681022,119369,7300
55550000,2232551.375592,119459,7236
55600000,2254839.597177,119611,7151
55650000,2206337.484610,119429,7192
55700000,2199293.208461,119552,7235
55750000,2201769.293677,119752,7156
55800000,2204642.353075,119577,7301
55850000,2214725.217988,119552,7197
55900000,2211504.990975,119614,7112
55950000,2202327.611919,119622,7081
56000000,2169825.036483,119622,7086
56050000,2163617.045855,119511,7236
56100000,2168933.125665,119457,7296
56150000,2173830.095017,119523,7235
56200000,2175476.796568,119548,7155
56250000,2218457.818603,119517,7229
56300000,2265120.123476,119548,7175
56350000,2267885.933474,119516,7229
56400000,2269951.776667,119369,7270
56450000,2283365.583184,119381,7353
56500000,2276687.995557,119356,7339
56550000,2273273.748973,119387,7345
56600000,2269272.160583,119330,7392
56650000,2266898.595899,119242,7324
56700000,2261975.098850,119295,7336
56750000,2267140.010685,119493,7226
56800000,2268068.502174,119334,7328
56850000,2266113.096613,119476,7401
56900000,2269130.848081,119583,7282
56950000,2263892.046827,119463,7334
57000000,2258696.115399,119375,7298
57050000
