step,rg2,perim,cycles
4100000,11075448.599073,115518,7918
4150000,11075081.130933,115496,7934
4200000,11093739.281821,115512,7860
4250000,11094037.927676,115604,7924
4300000,11080439.571151,115444,7961
4350000,11185232.483028,115504,7978
4400000,11082367.093374,115707,7995
4450000,11058039.361701,115836,8019
4500000,11091102.502394,115771,7987
4550000,11073270.764308,115880,7917
4600000,11056057.712963,115965,7964
4650000,11059844.531727,116184,7789
4700000,10808843.632614,116108,7876
4750000,10811111.278877,116316,7782
4800000,10797899.886667,116141,7845
4850000,10795850.188022,116070,7943
4900000,9991015.603972,116179,7996
4950000,9966936.240298,116161,7881
5000000,9972642.149194,116185,7888
5050000,9971316.748825,116307,7823
5100000,9964706.186357,116352,7924
5150000,9960712.130994,116394,7788
5200000,9978504.393513,116475,7903
5250000,9977097.104891,116293,7910
5300000,9962970.203565,116423,7837
5350000,9965925.636008,116655,7720
5400000,9958586.276486,116558,7790
5450000,9955470.758926,116486,7854
5500000,9980253.767267,116615,7782
5550000,10105214.027603,116722,7727
5600000,10084778.429827,116738,7686
5650000,10101758.356756,116822,7680
5700000,9721764.920187,116983,7559
5750000,9717741.728546,117112,7545
5800000,9723417.030308,116874,7712
5850000,9776281.513355,116930,7634
5900000,9762293.457312,116875,7599
5950000,9378758.964446,116764,7632
6000000,9365620.218750,116782,7632
6050000,9350914.498811,116924,7609
6100000,9365141.104640,116950,7684
6150000,9364037.097280,117036,7745
6200000,9195610.502399,116994,7782
6250000,9208438.635813,117213,7507
6300000,9220871.059494,117149,7499
6350000,9255335.117390,117071,7627
6400000,8633317.163267,117234,7624
6450000,8085550.534329,117151,7683
6500000,7967252.401504,117289,7526
6550000,8042890.804709,117380,7535
6600000,8031967.989852,117364,7533
6650000,8025895.423292,117281,7622
6700000,8040823.352344,117410,7601
6750000,8012627.490429,117429,7594
6800000,7991115.652605,117502,7577
6850000,7999835.725737,117302,7622
6900000,8009557.275443,117492,7512
6950000,8018624.815328,117611,7522
7000000,8033929.426326,117656,7503
7050000,7997085.198935,117668,7492
7100000,7989614.763128,117519,7516
7150000,7995799.172146,117607,7503
7200000,7984516.282561,117712,7491
7250000,7980195.790308,117572,7536
7300000,7983374.409600,117556,7481
7350000,7982832.606762,117412,7568
7400000,7677498.057258,117625,7450
7450000,7668150.741987,117636,7489
7500000,7669180.746296,117611,7605
7550000,7693373.274779,117831,7544
7600000,7697952.795356,117741,7636
7650000,7706807.269597,117679,7640
7700000,7796961.517992,117719,7599
7750000,7811197.974078,117650,7684
7800000,7870988.071396,117624,7707
7850000,7888052.713958,117774,7639
7900000,7225925.421695,117697,7614
7950000,7202460.946274,117576,7590
8000000,7199163.951486,117483,7619
8050000,7188789.305422,117437,7568
8100000,7200185.438474,117472,7590
8150000,7174021.499279,117408,7592
8200000,7178517.433081,117509,7617
8250000,7182176.332500,117690,7518
8300000,6819462.630995,117591,7554
8350000,6831695.520513,117649,7602
8400000,6833639.615070,117632,7534
8450000,6624314.131806,117635,7536
8500000,6711303.081239,117691,7567
8550000,6726385.159256,117645,7658
8600000,6733960.025631,117664,7621
8650000,6735196.532535,117865,7506
8700000,6735756.660514,117821,7645
8750000,6727555.424114,117862,7593
8800000,6723998.072037,118038,7521
8850000,6492146.194145,118098,7625
8900000,5830786.835992,117970,7621
8950000,5830814.065511,118077,7495
9000000,5813344.866536,118021,7553
9050000,5820909.354887,117994,7550
9100000,5816645.639937,118171,7525
9150000,5824326.832664,118112,7498
9200000,5828624.951109,118201,7433
9250000,5821950.229752,118445,7367
9300000,5818844.276219,118421,7422
9350000,5831849.596377,118346,7534
9400000,5870873.411242,118489,7490
9450000,5855241.375264,118442,7496
9500000,5845203.736432,118432,7419
9550000,5827142.233433,118686,7349
9600000,5827901.935168,118672,7349
9650000,5830272.455529,118418,7512
9700000,5435362.892614,118269,7582
9750000,5450550.763385,118184,7560
9800000,5435193.183656,118351,7558
9850000,5497233.551203,118354,7578
9900000,5509882.128804,118549,7495
9950000,5492822.085481,118645,7453
10000000,5476742.915378,118563,7395
10050000,5420438.114960,118599,7417
10100000,5428686.968455,118708,7439
10150000,5426918.160641,118420,7572
10200000,5417250.865697,118330,7642
10250000,5414907.272755,118315,7620
10300000,5434962.467585,118216,7642
10350000,5449780.250544,118251,7624
10400000,5444633.112520,118237,7648
10450000,5457040.879324,118406,7607
10500000,5469601.068181,118427,7538
10550000,5486675.317841,118319,7594
10600000,5472325.945606,118478,7470
10650000,5486564.123744,118605,7532
10700000,5496045.388503,118617,7494
10750000,5501185.545372,118705,7416
10800000,5504077.139295,118607,7444
10850000,5484605.684612,118427,7542
10900000,5484548.253454,118474,7459
10950000,5511057.643522,118573,7496
11000000,5526539.343066,118473,7498
11050000,5526501.236696,118560,7502
11100000,5519281.869005,118486,7564
11150000,5638259.543680,118432,7685
11200000,5640616.902269,118457,7444
11250000,5527119.143039,118496,7563
11300000,5528618.285147,118484,7551
11350000,5535117.574565,118458,7479
11400000,5542231.296810,118365,7521
11450000,5549866.696956,118436,7465
11500000,5528177.896315,118755,7522
