step,rg2,perim,cycles,asph
7950000,427849.701289,119392,7226,0.297450
8000000,444986.543053,119337,7255,0.372405
8050000,383523.876231,119377,7232,0.259695
8100000,398291.310854,119337,7317,0.217829
8150000,391049.926740,119471,7215,0.245709
8200000,339404.356578,119459,7264,0.351118
8250000,376416.694933,119411,7262,0.364642
8300000,312022.054655,119382,7232,0.193380
8350000,321287.252380,119323,7241,0.242301
8400000,355545.277036,119427,7274,0.103919
8450000,316826.420519,119425,7330,0.234223
8500000,323038.919903,119545,7227,0.202078
8550000,315558.500559,119659,7217,0.193255
8600000,328655.734832,119625,7225,0.060799
8650000,356011.114578,119604,7263,0.076983
8700000,383030.771844,119603,7155,0.152955
8750000,376429.224641,119594,7126,0.145461
8800000,419706.843675,119370,7244,0.220845
8850000,412094.795073,119646,7145,0.011774
8900000,391106.174229,119727,7239,0.012775
8950000,365293.481304,119685,7228,0.043844
9000000,348142.376447,119750,7195,0.037738
9050000,366517.108884,119811,7231,0.076661
9100000,356717.373264,119563,7328,0.040690
9150000,350086.817845,119564,7305,0.180605
9200000,317425.615178,119424,7352,0.060072
9250000,320630.524711,119494,7392,0.063636
9300000,396029.300077,119517,7425,0.120564
9350000,418554.242421,119620,7390,0.135930
9400000,398454.767761,119652,7302,0.407245
9450000,349006.177657,119595,7338,0.268118
9500000,319848.714071,119615,7372,0.169952
9550000,357585.665171,119652,7346,0.073534
9600000,367236.956199,119737,7177,0.032205
9650000,384352.413651,119634,7266,0.301695
9700000,399191.152644,119835,7224,0.273588
9750000,371261.651030,119829,7269,0.145353
9800000,356076.442758,119660,7304,0.079668
9850000,389895.600523,119735,7249,0.088011
9900000,405932.888712,119789,7141,0.157179
9950000,415481.800530,119731,7161,0.198127
10000000,390324.511008,119951,7130,0.442690
10050000,384192.906044,119862,7172,0.447125
10100000,393760.057936,119982,7163,0.362380
10150000,427022.539089,119867,7253,0.218022
10200000,433393.934214,119909,7259,0.359812
10250000,463181.045787,119758,7238,0.222721
10300000,471902.919848,119778,7148,0.257640
10350000,342564.578765,119712,7205,0.210855
10400000,353149.380224,119704,7182,0.196411
10450000,388858.566600,119612,7230,0.212424
10500000,448191.722052,119624,7209,0.464338
10550000,392705.495035,119574,7241,0.221318
10600000,427427.386479,119476,7299,0.129379
10650000,441402.250157,119505,7351,0.067032
10700000,472795.688667,119514,7343,0.105875
10750000,500365.583607,119577,7305,0.089681
10800000,481267.003838,119512,7308,0.104418
10850000,343149.734483,119433,7370,0.012459
10900000,353023.909496,119503,7274,0.011471
10950000,333347.265040,119596,7223,0.076624
11000000,426287.535697,119734,7235,0.104272
11050000,486651.392478,119601,7176,0.170634
11100000,425515.628566,119717,7148,0.066234
11150000,396311.713901,119695,7194,0.072146
11200000,393113.138496,119775,7191,0.386431
11250000,432808.732806,119763,7215,0.501525
11300000,456285.635620,119612,7276,0.497904
11350000,389477.390561,119643,7184,0.221902
11400000,404634.874729,119569,7236,0.224955
11450000,411681.727935,119642,7281,0.220141
11500000,466729.811071,119539,7387,0.487330
11550000,250424.479783,119480,7432,0.010686
11600000,336684.732747,119465,7413,0.192253
11650000,318766.005034,119523,7287,0.138939
11700000,391410.303759,119480,7270,0.512008
11750000,487036.395661,119489,7319,0.506688
11800000,485660.068096,119466,7362,0.481784
11850000,467186.777547,119529,7342,0.325716
11900000,424683.536340,119566,7353,0.318126
11950000,545886.131774,119541,7280,0.054956
12000000,450191.170236,119506,7324,0.037109
12050000,422523.162616,119591,7315,0.155608
12100000,445819.628374,119632,7325,0.077068
12150000,507261.287263,119533,7362,0.190613
12200000,529640.525413,119638,7265,0.090108
12250000,508231.482006,119506,7336,0.115519
12300000,497655.001418,119428,7377,0.119631
12350000,397674.929014,119574,7297,0.125975
12400000,360366.574266,119612,7289,0.228094
12450000,363344.408786,119621,7239,0.324042
12500000,396617.615849,119646,7269,0.060176
12550000,403322.549170,119661,7208,0.293016
12600000,433241.738625,119676,7182,0.333581
12650000,417226.719396,119678,7204,0.216317
12700000,408888.161094,119571,7307,0.362805
12750000,411719.116566,119807,7137,0.350999
12800000,418920.595361,119858,7182,0.238005
12850000,418516.798053,119780,7174,0.470930
12900000,415800.370706,119905,7129,0.429432
12950000,445922.222595,119755,7334,0.344035
13000000,391777.356558,119690,7297,0.092780
13050000,387899.643287,119630,7354,0.107327
13100000,401929.786495,119537,7411,0.309385
13150000,379405.134099,119525,7340,0.342472
13200000,403896.396067,119551,7304,0.339118
13250000,365838.335936,119692,7230,0.222083
13300000,368950.994327,119630,7298,0.281778
13350000,352979.393883,119632,7270,0.226922
13400000,277963.645067,119625,7315,0.067883
13450000,388283.344616,119544,7352,0.384115
13500000,320831.621664,119576,7344,0.234912
13550000,347911.260576,119722,7238,0.173446
13600000,301089.553656,119716,7274,0.044218
13650000,336994.444130,119848,7209,0.110266
13700000,348836.423183,119855,7263,0.014155
13750000,301900.014437,119813,7241,0.139826
13800000,331110.736277,119936,7153,0.138429
13850000,357181.689022,119808,7215,0.083367
13900000,366491.596186,119970,7221,0.063652
13950000,350774.793132,120059,7208,0.215507
14000000,355994.863618,120075,7185,0.261102
14050000,368858.751190,120036,7186,0.292517
14100000,396304.487875,120161,7067,0.227829
14150000,384548.446718,120021,7220,0.088167
14200000,346607.076605,119902,7226,0.070383
14250000,415969.823039,119905,7257,0.223244
14300000,436014.173717,119887,7293,0.469886
14350000,316232.981474,120101,7219,0.345977
14400000,375399.079855,120096,7140,0.388665
14450000,398364.175111,120185,7066,0.489131
14500000,379576.660542,120080,7065,0.460520
14550000,343997.566896,120117,7075,0.211860
14600000,329775.882940,120061,7096,0.216879
14650000,361158.927942,119887,7276,0.449911
14700000,349281.613213,119771,7301,0.284393
14750000,397930.541441,119897,7123,0.384831
14800000,395917.253630,119689,7299,0.190383
14850000,390160.306499,119859,7191,0.304261
14900000,450525.108553,119783,7264,0.419629
14950000,511615.134850,119808,7255,0.566395
15000000,480145.686056,119840,7291,0.537843
15050000,399417.293549,119944,7183,0.374946
15100000,562203.503915,119970,7251,0.623615
15150000,522271.920794,120049,7215,0.554600
15200000,546417.700050,120087,7291,0.554124
15250000,446554.494270,120013,7111,0.275311
15300000,408231.562620,120026,7090,0.272072
15350000,485688.061767,120115,7069,0.478607
15400000,463661.758439,120146,7042,0.483198
15450000,453611.597679,119936,7110,0.334181
15500000,431497.128574,119904,7131,0.203359
15550000,414942.453656,119890,7151,0.054233
15600000,378653.085665,119907,7233,0.102923
15650000,386809.902076,119739,7301,0.105659
15700000,422707.029335,119568,7320,0.289328
15750000,417695.577327,119493,7409,0.212985
15800000,511926.246043,119650,7310,0.388721
15850000,500079.943832,119611,7264,0.229280
15900000,765580.496174,119674,7308,0.644877
15950000,521233.338652,119726,7278,0.362463
16000000,758730.415603,119613,7319,0.707939
16050000,724412.642887,119522,7430,0.685606
16100000,517861.384019,119477,7384,0.555290
16150000,557320.278437,119384,7434,0.593676
16200000,572936.881653,119359,7480,0.660385
16250000,777771.814522,119404,7455,0.798815
16300000,806969.132805,119333,7402,0.788495
16350000,807687.545723,119230,7448,0.853763
16400000,654831.700560,119293,7375,0.658522
16450000,570192.582346,119269,7345,0.557617
16500000,585232.207535,119118,7308,0.606847
16550000,487207.592541,119139,7313,0.620374
16600000,498975.228031,119140,7359,0.530163
16650000,545804.333605,119231,7408,0.742759
16700000,643672.941527,119137,7502,0.618072
16750000,797634.605258,119228,7380,0.840090
16800000,476993.735769,119441,7278,0.289743
16850000,610976.928425,119548,7176,0.653350
16900000,639486.790723,119465,7304,0.754567
16950000,506907.664968,119565,7238,0.281873
17000000,521798.862746,119459,7314,0.340050
17050000,606060.451766,119507,7343,0.718203
17100000,645310.743578,119598,7275,0.787568
17150000,525564.019999,119733,7256,0.228213
17200000,432820.361826,119615,7287,0.015626
17250000,394451.816070,119637,7234,0.021677
17300000,546668.733302,119694,7185,0.367162
17350000,525199.106266,119367,7307,0.425702
17400000,526226.979630,119334,7443,0.437446
17450000,484632.943133,119345,7418,0.339485
17500000,422227.925143,119487,7247,0.407538
17550000,460397.550558,119555,7216,0.390115
17600000,363703.652889,119565,7172,0.158571
17650000,477190.238199,119453,7233,0.619082
17700000,551309.634900,119662,7089,0.279635
17750000,539193.739322,119720,7129,0.579126
17800000,440901.294548,119615,7112,0.403939
17850000,424141.970675,119615,7084,0.357874
17900000,676226.971124,119608,7084,0.620006
17950000,937271.954786,119725,7168,0.791239
18000000,473205.363723,119698,7169,0.176000
18050000,357364.338081,119728,7201,0.040724
18100000,599666.472393,119663,7175,0.486055
18150000,703230.633997,119526,7229,0.684173
18200000,785225.129833,119612,7254,0.776613
18250000,734698.717714,119600,7196,0.748138
18300000,639400.865053,119664,7176,0.705919
18350000,717210.237910,119586,7211,0.792447
18400000,721172.193154,119655,7190,0.813854
18450000,343917.028874,119680,7153,0.184548
18500000,327434.177266,119751,7166,0.250502
18550000,326902.204158,119634,7273,0.255879
18600000,547913.595733,119612,7292,0.416903
18650000,626003.032016,119590,7194,0.532494
18700000,598400.453164,119652,7227,0.555145
18750000,674909.962031,119552,7338,0.626388
18800000,683686.943520,119588,7251,0.680520
18850000,369872.371087,119455,7305,0.094632
18900000,684506.308694,119381,7373,0.635417
18950000,606653.634090,119273,7408,0.607773
19000000,561960.172303,119259,7472,0.556659
19050000,590731.616022,119384,7441,0.458805
19100000,681942.923642,119292,7484,0.463412
19150000,729190.283486,119274,7451,0.604637
19200000,600292.911287,119370,7411,0.561745
19250000,646136.787004,119310,7338,0.587924
19300000,672292.454649,119238,7254,0.654538
19350000,804827.175218,119338,7235,0.797460
19400000,397304.858351,119274,7362,0.084118
19450000,416470.643672,119355,7293,0.276817
19500000,471962.480619,119427,7288,0.455258
19550000,749396.864916,119432,7376,0.712061
19600000,690617.632669,119496,7299,0.645109
19650000,693902.675650,119479,7239,0.639126
19700000,424007.505069,119426,7180,0.375238
19750000,515342.796336,119518,7157,0.447396
19800000,919758.170058,119570,7135,0.852114
19850000,413640.377738,119587,7132,0.344777
19900000,378898.056628,119561,7181,0.113463
19950000,353514.833256,119650,7167,0.099442
20000000,553701.338799,119587,7236,0.597698
20050000,348571.015083,119717,7202,0.046129
20100000,461072.936260,119791,7211,0.419588
20150000,414468.090891,119671,7249,0.199157
20200000,450676.824212,119480,7232,0.175068
20250000,457730.543898,119472,7299,0.057207
20300000,395068.814897,119556,7259,0.027156
20350000,604629.721527,119565,7195,0.261356
20400000,546682.477373,119517,7237,0.170791
20450000,470703.116087,119487,7331,0.029296
20500000,735736.267245,119507,7291,0.536938
20550000,612818.504514,119472,7275,0.133080
20600000,502844.271585,119379,7388,0.084228
20650000,594464.680506,119435,7315,0.119183
20700000,632702.964048,119473,7245,0.475875
20750000,542864.727977,119420,7284,0.432497
20800000,460539.018706,119390,7335,0.431663
20850000,533541.713706,119578,7266,0.440598
20900000,458432.403755,119611,7256,0.574857
20950000,478214.535323,119652,7172,0.472660
21000000,449961.656338,119622,7200,0.354828
21050000,594700.703863,119564,7147,0.146169
21100000,520382.360321,119485,7193,0.537648
21150000,513197.546543,119515,7160,0.443453
21200000,522980.618676,119573,7194,0.156049
21250000,591818.667511,119636,7201,0.441462
21300000,663863.041508,119695,7191,0.104009
21350000,531785.066695,119738,7140,0.101700
21400000,566761.844675,119710,7146,0.558403
21450000,630016.813512,119701,7200,0.541090
21500000,408572.088540,119635,7214,0.105272
21550000,568274.890367,119644,7102,0.542508
21600000,514755.775771,119561,7198,0.475584
21650000,552322.962546,119644,7156,0.457449
21700000,435572.158253,119574,7224,0.077915
21750000,481048.745298,119612,7200,0.413778
21800000,400964.208658,119556,7208,0.221162
21850000,613791.537470,119584,7272,0.667631
21900000,778865.969935,119588,7267,0.213165
21950000,573154.208122,119737,7244,0.623553
22000000,744795.326508,119735,7244,0.540379
22050000,545329.349226,119723,7216,0.637625
22100000,542786.321830,119663,7284,0.343092
22150000,615456.801100,119743,7335,0.363014
22200000,572390.085545,119781,7257,0.299123
22250000,523610.653495,119807,7155,0.598510
22300000,540526.823624,119680,7168,0.500341
22350000,565637.789207,119677,7113,0.593105
22400000,471656.541703,119581,7222,0.467860
22450000,531589.696659,119647,7291,0.435302
22500000,334763.229596,119671,7245,0.131365
22550000,347719.314257,119704,7210,0.056489
22600000,688048.057373,119716,7183,0.575781
22650000,271558.994633,119767,7234,0.036500
22700000,302786.331687,119704,7358,0.024624
22750000,307491.121339,119622,7315,0.125470
22800000,472108.253655,119604,7349,0.031554
22850000,496484.066320,119641,7318,0.016262
22900000,485773.762929,119497,7387,0.040461
22950000,484134.033044,119464,7370,0.081553
23000000,412930.221036,119564,7201,0.014916
23050000,446270.339481,119728,7150,0.493965
23100000,495079.745237,119734,7204,0.180777
23150000,446047.864365,119719,7143,0.061769
23200000,479448.682282,119706,7109,0.368940
23250000,508620.660220,119679,7218,0.681660
23300000,501129.254460,119703,7188,0.650825
23350000,566198.851483,119563,7115,0.561027
23400000,320484.195836,119499,7173,0.164201
23450000,480690.141311,119518,7252,0.445223
23500000,743544.251976,119464,7280,0.673103
23550000,440323.494631,119493,7379,0.029403
23600000,531496.332220,119522,7391,0.115170
23650000,419982.941568,119524,7304,0.016416
23700000,434874.194501,119582,7187,0.001805
23750000,458342.543341,119559,7211,0.140106
23800000,684624.589830,119672,7150,0.055548
23850000,618545.317187,119713,7118,0.377430
23900000,613720.272166,119726,7157,0.338266
23950000,719620.313622,119570,7252,0.377936
24000000,555173.675529,119406,7220,0.129481
24050000,474945.744923,119432,7250,0.066749
24100000,570362.788861,119331,7331,0.239369
24150000,568287.421100,119428,7227,0.071531
24200000,599386.843735,119413,7250,0.509933
24250000,492712.212072,119516,7123,0.052935
24300000,501650.641265,119427,7236,0.053494
24350000,565767.444941,119438,7180,0.433895
24400000,556244.937118,119356,7166,0.516047
24450000,571597.162944,119400,7143,0.431087
24500000,578571.735174,119342,7259,0.450028
24550000,535398.918224,119416,7305,0.292158
24600000,532750.831175,119417,7397,0.499823
24650000,700718.632760,119325,7339,0.266450
24700000,809996.425986,119375,7384,0.627026
24750000,741867.646940,119368,7431,0.646749
24800000,550715.860558,119391,7400,0.338836
24850000,503261.683444,119557,7334,0.288362
24900000,772056.199410,119649,7251,0.744054
24950000,804772.896646,119593,7347,0.756460
25000000,705802.192004,119638,7253,0.197421
25050000,632810.056376,119662,7218,0.232185
25100000,442649.970050,119637,7132,0.077447
25150000,428590.833122,119616,7159,0.089400
25200000,653881.822302,119576,7189,0.759845
25250000,619342.814107,119696,7155,0.682249
25300000,407017.229747,119706,7173,0.209537
25350000,402782.451301,119707,7172,0.181976
25400000,515583.274523,119643,7307,0.517268
25450000,736632.585590,119723,7233,0.700382
25500000,898381.456590,119752,7259,0.863337
25550000,499391.971745,119835,7189,0.426045
25600000,792303.426747,119744,7184,0.720545
25650000,398729.800751,119783,7149,0.049861
25700000,480996.879737,119744,7037,0.050195
25750000,569517.557690,119670,7095,0.272824
25800000,813172.837123,119587,7177,0.635308
25850000,492002.336274,119515,7330,0.580480
25900000,582508.141685,119472,7350,0.666688
25950000,624344.668627,119334,7399,0.526361
26000000,555057.118310,119283,7304,0.684033
26050000,521541.532846,119279,7311,0.684322
26100000,528139.610673,119188,7387,0.686556
26150000,420330.750027,119218,7360,0.173919
26200000,276596.455338,119438,7297,0.118108
26250000,347748.801760,119432,7311,0.261557
26300000,333683.618669,119455,7255,0.217407
26350000,500373.081561,119363,7272,0.476864
26400000,612791.114712,119433,7265,0.764636
26450000,607345.716561,119389,7275,0.778318
26500000,458073.102975,119577,7174,0.184252
26550000,639722.473781,119477,7205,0.510763
26600000,364994.994027,119397,7223,0.000493
26650000,449118.829274,119362,7157,0.426151
26700000,519024.297248,119295,7173,0.557689
26750000,652401.017085,119221,7212,0.497159
26800000,445922.564209,119297,7222,0.019750
26850000,461538.918924,119336,7257,0.043998
26900000,465969.713913,119326,7254,0.489685
26950000,469870.270905,119375,7243,0.485224
27000000,413338.103765,119416,7247,0.079163
27050000,459749.552321,119322,7355,0.473853
27100000,649181.696720,119188,7347,0.531568
27150000,706566.908413,119251,7364,0.685738
27200000,638198.453682,119287,7365,0.657379
27250000,532242.108275,119292,7270,0.368601
27300000,512815.446688,119350,7234,0.582444
27350000,508134.413120,119381,7347,0.596841
27400000,569955.083334,119250,7327,0.616543
27450000,413430.573944,119194,7410,0.240923
27500000,507421.315123,119313,7362,0.446191
27550000,473996.598502,119340,7356,0.369883
27600000,562832.001990,119237,7477,0.578086
27650000,488710.733106,119245,7421,0.470315
27700000,605311.327901,119196,7398,0.600815
27750000,579352.487610,119154,7407,0.533837
27800000,606610.469777,119152,7395,0.487126
27850000,517370.529920,119138,7517,0.504449
27900000,542267.402566,119211,7451,0.366706
27950000,596917.517800,119327,7389,0.438525
28000000,676380.048395,119309,7294,0.749332
28050000,644383.677267,119358,7293,0.727098
28100000,723999.866697,119284,7288,0.661332
28150000,725896.460087,119463,7163,0.
